,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,NER,gender,scores,sentiment_score,overall_sentiment
3491,3491,sanjay parmesh chaturvedi,@sanjayc5093,2023-02-04T04:26:02.000Z,"Sanjay Parmesh Chaturvedi
@sanjaysi5093
·
4 Feb","Reply to
@BrijeshRai4bjp
 @narendramodi
  and 6 others
Hey, when the mountain itself will fall, then where will this bridge be able to stand #joshimath #joshimathcrisis
16",,,,,[],https://twitter.com/sanjayc5093/status/1621726751390076928,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3495,3495,Rajasthan Patrika,@rpbreakingnews,2023-02-04T02:53:00.000Z,"Rajasthan Patrika
@rpbreakingnews
·
4 Feb","Situation like Joshimath in Jammu and Kashmir
Mountains sunk in Doda, cracks in houses
Affected people sent to shelter in Thathri area
21 houses declared unsafe so far

#JammuKashmir #Joshimath #JammuAndKashmir #joshimathcrisis #rajasthanpatrika
2
13
1,298",,,2.0,13,[],https://twitter.com/rpbreakingnews/status/1621703337786892288,PERSON,male,"{'neg': 0.043, 'neu': 0.889, 'pos': 0.067, 'compound': 0.2263}",0.2263,pos
3500,3500,Akhilesh Singh Butola,@ab_iim,2023-02-05T18:05:30.000Z,"Akhilesh Singh Butola
@ab_iim
·
5 Feb","#Uttarakhand #Delhi #Joshimathcrisis #joshimathsinking
Raju Sajwan
@rajusajwan
,
Feb 4
If there was a program of singing and dancing, there would be no place left to put feet. The gathering of only so many people from Delhi-NCR on the question of Joshimath shows the thinking of us hills. Living in Delhi Hills! The number of your village will also come. Write it down..
So! Questions should arise, no matter how many people there are.
2
50",,,,2,"['https://pbs.twimg.com/profile_images/1509553497494081536/c3sl5v7-_mini.jpg', 'https://pbs.twimg.com/media/FoHunGIaQAE3ZWF?format=jpg&name=small']",https://twitter.com/ab_iim/status/1622295366141120512,PERSON,male,"{'neg': 0.066, 'neu': 0.902, 'pos': 0.032, 'compound': -0.555}",-0.555,neg
3502,3502,Shriraj Kesariya,@_shriraj,2023-02-05T12:52:02.000Z,"Shriraj Saffron
@_Shriraj
,
5 feb","Relief Material Bought with Tax Payers Money and Flagged off with BJP Flag
Party Publicity at the Cost of Tax Payers Money

#Uttarakhand #Joshimath #BJP #BJPFails #BJPFailsIndia #PushkarSinghDhami #Joshimathcrisis #joshimathsinking
ANI
@ANI
·
5 Feb
#WATCH | Uttarakhand CM Pushkar Singh Dhami flagged off vehicles carrying relief material for #Joshimath land subsidence-affected people, from Uttarakhand Sadan in Delhi today.
56",,,,,"['https://pbs.twimg.com/profile_images/1497864299/ani_mic_logo_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1622168451019345921/pu/img/uZIxkLhYeVk6LttJ.jpg']",https://twitter.com/_shriraj/status/1622216479780540416,PERSON,male,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.836}",0.836,pos
3504,3504,Bramha Kamal,@BramhaKamal,2023-02-05T12:16:44.000Z,"Brahma Kamal
@brahkamal
,
5 feb","It’s relief material for a crisis zone which their govt is obliged to send from state funds, why does it have to be “flagged off”? 

#Joshimath 
#JoshimathCrisis
ANI Digital
@ani_digital
·
5 Feb
Uttarakhand CM Pushkar Singh Dhami flags off relief material to Joshimath

Read @ANI Story | https://aninews.in/news/national/general-news/uttarakhand-cm-pushkar-singh-dhami-flags-off-relief-material-to-joshimath20230205153533/…
#CMDhami #Joshimath #PushkarSinghDhami
45",,,,,"['https://pbs.twimg.com/profile_images/817977303242133505/jSSyMKvf_mini.jpg', 'https://pbs.twimg.com/media/FoMjyG7aAAEjf3X?format=png&name=small']",https://twitter.com/BramhaKamal/status/1622207596315697155,PERSON,male,"{'neg': 0.073, 'neu': 0.817, 'pos': 0.11, 'compound': 0.2732}",0.2732,pos
3509,3509,DeeP,@DeePra6,2023-02-06T21:56:54.000Z,"DeeP
@DeePra6
·
7 Feb","Replying to 
@ret2indnri
#Joshimathcrisis
5",,,,,[],https://twitter.com/DeePra6/status/1622715986721017856,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3510,3510,HARI,@singhharisimran,2023-02-06T18:38:03.000Z,"DAY
@singhharisimran
·
7 Feb","Replying to 
@rathi1986_rathi
 and 
@atulsati1
Dear Rathi, people are protesting in #Joshimath as they feel the handling of the situation hasn't been fair. Despite Modi's promises, there has been a lack of rehabilitation efforts. Let's hope for a solution that prioritizes the well-being of those affected. #Joshimathcrisis
2
33",,,,2,[],https://twitter.com/singhharisimran/status/1622665945042018304,PERSON,male,"{'neg': 0.191, 'neu': 0.671, 'pos': 0.138, 'compound': -0.2607}",-0.2607,neg
3511,3511,HARI,@singhharisimran,2023-02-06T17:27:02.000Z,"DAY
@singhharisimran
·
Feb. 6","Why the silence on the #Joshimathcrisis, PM Modi? Your swift response to the Syria  earthquake shows your compassion, but the people of Uttarakhand deserve the same attention. #JusticeForJoshimath #SpeakUpForUttarakhand
@atulsati1
Narendra Modi
@narendramodi
·
6 Feb
India government official
Deeply pained to learn that the devastating earthquake has also affected Syria. My sincere condolences  to the families of the victims. We share the grief of Syrian people and remain committed to provide assistance and support in this difficult time.
2
5
11
302",,2.0,5.0,11,"['https://pbs.twimg.com/profile_images/1565985672501927936/d-r-h241_mini.jpg', 'https://pbs.twimg.com/semantic_core_img/1290392753013002240/mWq1iE5L?format=png&name=orig']",https://twitter.com/singhharisimran/status/1622648070747082754,PERSON,male,"{'neg': 0.213, 'neu': 0.635, 'pos': 0.151, 'compound': -0.8604}",-0.8604,neg
3512,3512,Amar Ujala Dehradun,@AU_DehradunNews,2023-02-06T16:13:24.000Z,"Amar Ujla Dehradun
@aa_dehradunnews
·
6 Feb","In Joshimath's Singhdhar ward, another one in Sunil village, two residential buildings at the top of two residential buildings are in danger of falling due to cracks in the fields around the boulders.https://amarujala.com/photo-gallery/dehradun /joshimath-sinking-danger-condition-big-boulders-may-fall-on-houses-in-two-wards-2023-02-06…
#Joshimath #joshimathsinking #Joshimathcrisis #uttarakhand
amarujala.com
Joshimath: Here three big boulders can fall on houses at any time, 15 houses in danger, put iron...
In the fields around the boulder located right on top of two residential buildings in Sunil village and one in Singhdhar ward of Joshimath
77",,,,,['https://pbs.twimg.com/card_img/1622629379951198208/72IqVKvN?format=jpg&name=small'],https://twitter.com/AU_DehradunNews/status/1622629540827897858,PERSON,male,"{'neg': 0.094, 'neu': 0.865, 'pos': 0.04, 'compound': -0.7003}",-0.7003,neg
3515,3515,"Dr Harsh, BDS(M)",@mellowbrat_,2023-02-06T12:23:00.000Z,"Dr Harsh, BDS(M)
@mellowbrat_
·
6 Feb","Joshimath ka chapter close fir? 
Saara activism 2 din ka hi tha?
#Joshimathcrisis
1
89",,,,1,[],https://twitter.com/mellowbrat_/status/1622571560946262016,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3517,3517,Amar Ujala Dehradun,@AU_DehradunNews,2023-02-06T11:06:06.000Z,"Amar Ujla Dehradun
@aa_dehradunnews
·
6 Feb","Joshimath Is Sinking: Accident in Joshimath, laborer engaged in demolition work fell, condition critical

https://amarujala.com/dehradun/joshimath-accident-laborer-engaged-in-demolishing-hotel-fell-sdrf-ndrf-team-rushed-to-hospital-uttarakhand-2023-02-06…

#Joshimath #Joshimathcrisis #joshimathsinking
@pushkardhami
  #dehradunnews
@AmarUjalaNews
amarujala.com
Joshimath Is Sinking: Accident in Joshimath, laborer engaged in breaking hotel fell, condition critical
In Joshimath, a laborer engaged in demolition of Mount View and Malari Inn Hotel fell down. SDRF and NDRF team took the laborer to the hospital
71",,,,,['https://pbs.twimg.com/card_img/1622531779075903488/aE4LQfM7?format=jpg&name=small'],https://twitter.com/AU_DehradunNews/status/1622552209501327360,PERSON,male,"{'neg': 0.146, 'neu': 0.744, 'pos': 0.11, 'compound': -0.4019}",-0.4019,neg
3520,3520,Nishant N Gauli,@Nishant_Gauli,2023-02-06T05:03:48.000Z,"nishant na goli
@nishant_goli
,
6 feb","#Joshimath #Joshimathcrisis #joshimathsinking
28",,,,,['https://pbs.twimg.com/media/FoQjtHWaUAEsq2S?format=jpg&name=small'],https://twitter.com/Nishant_Gauli/status/1622461032974417921,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3521,3521,Shivam Gautam,@Shivamtyagi2610,2023-02-07T17:02:02.000Z,"Shivam Gautam
@ShivaMatyagi2610
,
7 feb","Replying to 
@RichaChadha
Any prayers for joshimath ? 

#Joshimathcrisis #savejoshimath
13",,,,,[],https://twitter.com/Shivamtyagi2610/status/1623004170281447425,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3525,3525,Ankit Kaushal,@Ankit7242,2023-02-07T10:18:50.000Z,"Ankit Kaushal
@Ankit7242
·
7 Feb","#Joshimathcrisis
4",,,,,[],https://twitter.com/Ankit7242/status/1622902700034646017,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3527,3527,Akshay Sharma,@2akshay,2023-02-07T10:11:24.000Z,"Akshay Sharma
@2akshay
·
7 Feb","Replying to 
@SukhuSukhvinder
#shimla is in seismic zone 5, most vulnerable! Please dont approve any more buildings or introduce corrupt small window period of approval. Ban means ban ! Few next to hollylodge those are well above construction limit should not finish and similar others #Joshimathcrisis
24",,,,,[],https://twitter.com/2akshay/status/1622900830042218496,PERSON,male,"{'neg': 0.173, 'neu': 0.693, 'pos': 0.135, 'compound': -0.4937}",-0.4937,neg
3544,3544,Atul Sati,@AtulSati13,2023-02-08T03:27:42.000Z,"Atul Sati
@AtulSati13
·
8 Feb","In this way, capable officers of the Uttarakhand government have made a plan to secure the best disaster management award for the state.
@DIPR_UK
 ,
@ukcmo
 ,
@ChamoliDm
 ,
@pandey_shiwani
 #JoshimathCrisis
@sunilnegi669
1
3
77",,,1.0,3,['https://pbs.twimg.com/media/Foag5QcaMAEvzqp?format=jpg&name=small'],https://twitter.com/AtulSati13/status/1623161625149849601,PERSON,male,"{'neg': 0.1, 'neu': 0.588, 'pos': 0.311, 'compound': 0.8225}",0.8225,pos
3545,3545,Sach Bedhadak,@SachBedhadak,2023-02-08T03:15:38.000Z,"Really crazy
@sachbedhadak
·
8 Feb","#Uttarakhand #Chamoli District Magistrate Himanshu Khurana inspected construction works of prefabricated buildings for rehabilitation of affected families in Joshimath

#Joshimath #JoshimathCrisis
3
213",,,,3,"['https://pbs.twimg.com/media/FoaeFYLaEAA_Rab?format=jpg&name=small', 'https://pbs.twimg.com/media/FoaeHCAaAAAhQYi?format=jpg&name=small']",https://twitter.com/SachBedhadak/status/1623158587756548099,PERSON,male,"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
3546,3546,Girish Joshi,@girish_joshig,2023-01-04T13:25:32.000Z,"Girish Joshi
@girish_joshig
,
Jan 4","This is probably the oldest video report on #SaveJoshimath

I do not know Bhatt ji,
Seeing some tweets only leftist activist could understand!

Today, after seeing their report from 8 months back, I can say that #Uttarakhand Govt was deliberately sleeping by closing its eyes and ears!

#JoshimathIsSinking
@rashtrapatibhvn
2:19
1,923 views
Trilochan Bhatt
@trilochanbhatt
,
Jan 4
I had expressed the apprehension of a situation of devastation in Joshimath 7 months ago, but by making three videos.
https://youtu.be/QxrdeAjXJk0
5
24
41
9,279",😱 👍,5.0,24.0,41,"['https://pbs.twimg.com/ext_tw_video_thumb/1610628303223934977/pu/img/QCjVDNN0oWw6URfh.jpg', 'https://pbs.twimg.com/media/FloaEevaEAIrii_?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1514847866346688515/F-JKByDh_mini.jpg']",https://twitter.com/girish_joshig/status/1610628498493968384,PERSON,male,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.5475}",-0.5475,neg
3547,3547,Girish Joshi,@girish_joshig,2023-01-04T12:53:07.000Z,"Girish Joshi
@girish_joshig
,
Jan 4","#Joshimath is broken inside....

#JoshimathIsSinking
Neelesh Misra
@neeleshmisra
,
Jan 4
We all carry some cracks inside us - don't we? remain a little broken. That's where the sympathy comes from... What do you think?
We are all a little broken inside … and that's what gives us our empathy. Isn't it?
1
258",💔,,,1,"['https://pbs.twimg.com/profile_images/1620270677814284288/MP1Auye__mini.jpg', 'https://pbs.twimg.com/media/Flmh0DlaMAAR0xg?format=jpg&name=small']",https://twitter.com/girish_joshig/status/1610620339666714624,PERSON,male,"{'neg': 0.178, 'neu': 0.777, 'pos': 0.045, 'compound': -0.8095}",-0.8095,neg
3548,3548,Girish Joshi,@girish_joshig,2023-01-04T12:28:19.000Z,"Girish Joshi
@girish_joshig
,
Jan 4","Harda
@harishrawatcmuk
 And
@SumitHridayesh
 @ShayarImran
 @salman7khurshid
 The property is also not less....

The people of Haldwani are great, will definitely keep some families!

There is no less space in the heart and property of other #BJP leaders of Dehradun....

#HaldwaniEncroachment
#JoshimathIsSinking
Sushant Sinha
@SushantBSinha
,
Jan 3
6:49
Be it Akhilesh Yadav ji or Owaisi ji or any other great person who is very concerned about the Muslim brothers and sisters who are opposing the removal of encroachment from railway land in Haldwani, they should just do this much work.
1
2
1
751",,1.0,2.0,1,"['https://pbs.twimg.com/media/FloM-b5agAEreJ-?format=jpg&name=900x900', 'https://pbs.twimg.com/profile_images/1602575093900533760/pBEXTmhx_mini.jpg', 'https://pbs.twimg.com/media/FlkF8ijagAAsq2a?format=jpg&name=240x240']",https://twitter.com/girish_joshig/status/1610614097141432322,PERSON,male,"{'neg': 0.022, 'neu': 0.864, 'pos': 0.114, 'compound': 0.8748}",0.8748,pos
3549,3549,Girish Joshi,@girish_joshig,2023-01-04T08:56:16.000Z,"Girish Joshi
@girish_joshig
,
Jan 4","Get Harda's property checked,
whatever number 2 earns,
built without a map
Or
Shown and bought at below market rate,
bulldoze it, settle
There should be the same standard on all other leaders, no #Doglapan,
Settle the poor on the acquired land!

#HaldwaniEncroachment #JoshimathIsSinking
Harish Rawat
@harishrawatcmuk
,
Jan 4
#silent_fasting
#Bulldozer is not the solution to the problems of the people of Haldwani, Dholak Basti and Vanbhulpura etc.
Honorable Chief Minister, adopt the vision of humanity, save people from breaking their roof.
#uttarakhand #haldwani
@pushkardhami

@SumitHridayesh @INCIndia
1
12
21
483",,1.0,12.0,21,"['https://pbs.twimg.com/profile_images/1598176550058594304/RXpEyY7I_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1610509108137828352/pu/img/RiMpeaXgKqH8Zkpr.jpg']",https://twitter.com/girish_joshig/status/1610560735981236227,PERSON,male,"{'neg': 0.1, 'neu': 0.78, 'pos': 0.12, 'compound': 0.257}",0.257,pos
3550,3550,Aditya,@aditya0811999,2023-01-05T18:20:49.000Z,"Aditya
@aditya0811999
·
5 Jan","A significant decision by the #SupremeCourt but steps have to be taken to ensure illegal encroachments are removed once and for all.. They will pop up again after a few months and it will be the story of Ouroboros all over again #Uttarakhand #JoshimathIsSinking #Haldwani
Transcontinental Times
@Transctimes
·
5 Jan
#BREAKING SC stays Haldwani demolition, says 50,000 people can't be uprooted overnight 

‘A solution needs to be worked out keeping in view the people who face eviction from allegedly encroached railway land in #Haldwani’-SC

#Uttarakhand #Joshimath #HaldwaniEncroachment
92",🚨,,,,"['https://pbs.twimg.com/profile_images/1597824006039617536/QPQ2W0XL_mini.jpg', 'https://pbs.twimg.com/media/FlsXm3facAAgiGp?format=jpg&name=small']",https://twitter.com/aditya0811999/status/1611065194427617280,PERSON,male,"{'neg': 0.092, 'neu': 0.828, 'pos': 0.08, 'compound': -0.4854}",-0.4854,neg
3556,3556,Piyush kalal,@piyush24890,2023-01-05T16:03:06.000Z,"Piyush Kalal
@piyush24890
,
5 Jan","@narendramodi
 @RahulGandhi
 @UTDBofficial
 #SaveJoshimath #request to all #Indians to #raise your voices for dev bhoomi #Uttarakhand and #Joshimath I am ready to stand with #Joshimath #JoshimathIsSinking
63",,,,,[],https://twitter.com/piyush24890/status/1611030539380862976,PERSON,male,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3612}",0.3612,pos
3557,3557,Mohammed Zubair,@zoo_bear,2023-01-05T16:01:20.000Z,"Mohammed Zubair
@zoo_bear
·
5 Jan","There are a few articles on #Joshimath but not many News Debates. #JoshimathIsSinking
Indresh Maikhuri
@indreshmaikhuri
,
Jan 4
To save the crumbling Joshimath, a huge crowd took to the streets carrying torches.
The heat of these torches reached the insensitive power.
Joshimath you fight we are with you
0:45
26.4K views
2:12
1,249 views
23
273
1,005
49.4K",,23.0,273.0,"1,005","['https://pbs.twimg.com/profile_images/1578699071572713472/5W5TOYAI_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1610637166086074368/pu/img/kgHenZTUFqlXtp54.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1610637660015718401/pu/img/gIVb47ZzDLq88t7k.jpg']",https://twitter.com/zoo_bear/status/1611030095212474369,PERSON,male,"{'neg': 0.089, 'neu': 0.774, 'pos': 0.137, 'compound': 0.4767}",0.4767,pos
3558,3558,Sanket Upadhyay,@sanket,2023-01-05T08:48:17.000Z,"Sanket Upadhyay
@ signal
·
5 go","Dear 
@ntpclimited
#JoshimathIsSinking 
This is what locals have to say. Would you like to respond ?
2
18
64
8,156",,2.0,18.0,64,['https://pbs.twimg.com/media/FlskNMXaYAAWr9m?format=jpg&name=small'],https://twitter.com/sanket/status/1610921112472543234,PERSON,male,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.6249}",0.6249,pos
3559,3559,Girish Joshi,@girish_joshig,2023-01-05T08:25:21.000Z,"Girish Joshi
@girish_joshig
,
Jan 5","It's cool, it's cool....
@pushkardhami
 It's cool.....

Everyone was engaged in pushing...
#Push

#HaldwaniEncroachment

#JoshimathIsSinking
Ajeet Bharti
@AjeetBhartii
,
Jan 5
Railway and Dhami government should suck lemon! Get it empty now. Those who have to do it, they get them evacuated straight away. Those who want to be satisfied, they first make noise that bulldozers will come on such and such date. Then they moo like goats, what should we do, the Supreme Court has imposed a stay.
3
1
228",🖐,,3.0,1,"['https://pbs.twimg.com/profile_images/1619204847718506496/g05f3hMz_mini.jpg', 'https://pbs.twimg.com/media/FlsWwdhaMAUlhC6?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlsWwdhaMAYbxte?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlsWwdsakAEhe3l?format=jpg&name=360x360']",https://twitter.com/girish_joshig/status/1610915343266086914,PERSON,male,"{'neg': 0.066, 'neu': 0.741, 'pos': 0.192, 'compound': 0.8858}",0.8858,pos
3560,3560,Girish Joshi,@girish_joshig,2023-01-05T08:21:33.000Z,"Girish Joshi
@girish_joshig
,
Jan 5","#JoshimathIsSinking
#save joshimath
Naveen Negi
@khabdoda
,
Jan 5
The only correct solution to the Joshimath issue is for all affected people to hire a good SC lawyer and slap a huge fine on the government. Words and sympathy neither fills one's stomach nor builds a home. @atulsati1 There will be no ideological differences on this subject, so it is possible to raise funds for the common man?
1
158",👍,,1.0,,['https://pbs.twimg.com/profile_images/1616876527366598657/3CjhzxEB_mini.jpg'],https://twitter.com/girish_joshig/status/1610914385345806336,PERSON,male,"{'neg': 0.052, 'neu': 0.765, 'pos': 0.183, 'compound': 0.8225}",0.8225,pos
3561,3561,Girish Joshi,@girish_joshig,2023-01-05T07:07:47.000Z,"Girish Joshi
@girish_joshig
,
Jan 5",",
#JoshimathIsSinking
#save joshimath
Girish Joshi
@girish_joshig
,
Jan 5
#SaveJoshimath But setting aside the 1976 #Mishra_Committee report is the real reason for #JoshimathIsSinking!

I do not know Bhatt ji,
Seeing their 3 video reports from 8 months ago, I can say #Uttarakhand Govt was deliberately sleeping with eyes and ears closed!

@rashtrapatibhvn
@PMOIndia
@Anoopnautiyal1 twitter.com/girish_joshig/…
Show this thread
2:19
1,428 views
130",😱,,,,"['https://pbs.twimg.com/profile_images/1497474024963600386/mhGZqn09_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1610894166996942851/pu/img/Tfb3FHn3qNR4blMa.jpg', 'https://pbs.twimg.com/media/FlsL9u_aMAEQ1Mk?format=jpg&name=small']",https://twitter.com/girish_joshig/status/1610895823277293569,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
3562,3562,Girish Joshi,@girish_joshig,2023-01-05T04:46:54.000Z,"Girish Joshi
@girish_joshig
,
Jan 5","Like attack on #Haldwani and lurking on #Dehradun.....

And action nowhere.....

Because there is only half of Congress in BJP.
Both the accountants are from Delhi.

#HaldwaniEncroachment

#JoshimathIsSinking

#save joshimath
Aapka Naman
@Aapka_Naman
,
Jan 5
Dhami ji, will Modi ji's corruption free India become like this?
@narendramodi @PMOIndia @AmitShah @pushkardhami @JPNadda @OfficeofDhami
1
3
220",,,1.0,3,"['https://pbs.twimg.com/profile_images/1559363522827411456/7H_EA5MD_mini.jpg', 'https://pbs.twimg.com/media/FlrrA7VaUAA-bjT?format=jpg&name=small']",https://twitter.com/girish_joshig/status/1610860366346739713,PERSON,male,"{'neg': 0.077, 'neu': 0.785, 'pos': 0.139, 'compound': 0.5719}",0.5719,pos
3563,3563,Girish Joshi,@girish_joshig,2023-01-05T04:40:30.000Z,"Girish Joshi
@girish_joshig
,
Jan 5","Reply to
@Santosh_fn
@narendramodi
 Mr. told that Mr. Dhakad
@pushkardhami
 Henna has been applied on the helicopter of...

#JoshimathIsSinking

#save joshimath
Girish Joshi
@girish_joshig
,
Jan 5
Has henna been applied today on the helicopter who cannot go @pushkardhami?

Remember how @narendramodi stood for Gujaratis in #earthquake and #Kedarnath disaster in Gujarat...

Like @harishrawatcmuk #Banphool wale's are roaming around like flowers,
And the government is making FOOL!

Woe!

#JoshimathIsSinking twitter.com/Rameshbhimtal/…
86",,,,,['https://pbs.twimg.com/profile_images/1497474024963600386/mhGZqn09_mini.jpg'],https://twitter.com/girish_joshig/status/1610858754857123845,PERSON,male,"{'neg': 0.168, 'neu': 0.771, 'pos': 0.061, 'compound': -0.8663}",-0.8663,neg
3564,3564,Girish Joshi,@girish_joshig,2023-01-05T04:03:43.000Z,"Girish Joshi
@girish_joshig
,
Jan 5","Today what henna is applied on the helicopter which cannot go
@pushkardhami
 ,

Remember #earthquake in Gujarat and #Kedarnath disaster
@narendramodi
 How did you stand for Gujaratis...
@harishrawatcmuk
 Like the flowers of #banflowers are roaming around,
And the government is making FOOL!

Woe!

#JoshimathIsSinking
Ramesh Bhatt
@Rameshbhimtal
,
Jan 5
Big statement of Chief Minister @pushkardhami regarding Joshimath. Every possible effort will be made to save the historical and mythological site.
#SaveJoshimath
#save joshimath
5
14
548",,,5.0,14,"['https://pbs.twimg.com/profile_images/1044048249764679680/OC3NM5lW_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1610840838925582342/pu/img/LvEZQigLouT3y8vw.jpg']",https://twitter.com/girish_joshig/status/1610849500683436043,PERSON,male,"{'neg': 0.131, 'neu': 0.802, 'pos': 0.067, 'compound': -0.7519}",-0.7519,neg
3565,3565,Girish Joshi,@girish_joshig,2023-01-05T03:37:32.000Z,"Girish Joshi
@girish_joshig
,
Jan 5","Reply to
@trilochanbhatt
,
@atulsati1
 and
@indreshmaikhuri
Do you have more information from the court?

How many were there before 1950?

and before 9 November 2000?

If someone captures your village?

you also liked
@atulsati1
 @indreshmaikhuri
, You also have questions!

Whether Hindu or Muslim, occupation is not acceptable!

#HaldwaniEncroachment
#JoshimathIsSinking
1
6
11
760",,1.0,6.0,11,"['https://pbs.twimg.com/media/FlrdErNakAEv1Lj?format=jpg&name=small', 'https://pbs.twimg.com/media/FlrdFZaaMAEYaNs?format=jpg&name=small']",https://twitter.com/girish_joshig/status/1610842912081993729,PERSON,male,"{'neg': 0.036, 'neu': 0.884, 'pos': 0.08, 'compound': 0.5239}",0.5239,pos
3566,3566,Girish Joshi,@girish_joshig,2023-01-06T18:06:28.000Z,"Girish Joshi
@girish_joshig
,
Jan 6","these are
@ChamoliDm
 /ADM's recent...

Date not entered correctly
@RituKhanduriBJP
Like a letter from G...

#JoshimathIsSinking But we have hope from him, if he was competent then why would this situation have arisen,

Ignoring the 1976 report,
Ignoring cracks since 1 year

On every branch....
@ukcmo
 @pushkardhami
Kuldeep Panwar
@Sports_Kuldeep
,
Jan 6
Replying to @Amit7Chaudhary
You are a senior journalist...... Just tell me that the government which cannot put correct date on a government order.... how serious will it be considered for the protection of the public????

6th June 2023 not 6th January 2023 is the date today sir....
1
1
133",,,1.0,1,"['https://pbs.twimg.com/media/FlztguvaAAIbM8E?format=jpg&name=small', 'https://pbs.twimg.com/media/FlztiaOaMAIKzL2?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1576075601794199552/QamBOYaJ_mini.jpg']",https://twitter.com/girish_joshig/status/1611423970770972673,PERSON,male,"{'neg': 0.08, 'neu': 0.831, 'pos': 0.089, 'compound': 0.2406}",0.2406,pos
3569,3569,Girish Joshi,@girish_joshig,2023-01-06T17:51:45.000Z,"Girish Joshi
@girish_joshig
,
Jan 6","#JoshimathIsSinking
Uttarakhand Kranti Dal
@UKD4Uttarakhand
,
Jan 6
The families whose houses have been cracked due to landslide in Joshimath should be permanently rehabilitated and compensation should be given to all the families affected by the landslide. Survey and detailed investigation of the entire area should be done by geologists and major ban on constructions
#save joshimath
1:00
586 views
1
53",,,,1,['https://pbs.twimg.com/profile_images/1451799774588407812/-Wh_VF7M_mini.jpg'],https://twitter.com/girish_joshig/status/1611420267297009665,PERSON,male,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.6369}",-0.6369,neg
3571,3571,Abhishek Katyayan (Katya),@AbhisheKatyayan,2023-01-06T16:49:00.000Z,"Abhishek Katyayan (Katya)
@AbhisheKatyayan
·
6 Jan","The central government is serious about Joshimath in Uttarakhand, the government took cognizance of cracks in buildings and road subsidence, constituted a committee of 6 members
#Uttarakhand #JoshimathIsSinking #JoshimathLandslide
1
2
9
1,327",,1.0,2.0,9,[],https://twitter.com/AbhisheKatyayan/status/1611404476094767105,PERSON,male,"{'neg': 0.046, 'neu': 0.954, 'pos': 0.0, 'compound': -0.0772}",-0.0772,neg
3574,3574,Manoj Mallick,@MallickManoj,2023-01-06T16:09:52.000Z,"Mallick hands
@MallickHands
·
6 Jan","#Joshimath #JoshimathIsSinking #joshimathsinking #JoshimathLandslide 
@narendramodi
77",,,,,[],https://twitter.com/MallickManoj/status/1611394628229697536,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
