UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,NER,gender,scores,sentiment_score,overall_sentiment
Akhand Bharat Tv,@abt_live,2023-01-23T06:22:50.000Z,"Akhand Bharat Tv
@jabt_live
,
23 Jan","Don’t share details of #Joshimath survey with media, NDMA directs organisations https://abtlive.com/2023/01/14/dont-share-details-of-joshimath-survey-with-media-ndma-directs-organisations/?utm_source=twitter&utm_medium=social&utm_campaign=ReviveOldPost… #isrojoshimath #towninuttarakhandsinking #housessinking #uttarakhand #indianews
abtlive.com
Don’t share details of Joshimath survey with media, NDMA directs organisations - abtlive
Source Link Damaged stairs leading to a residential building and a tilted room are seen in Joshimath, in Uttarakhand, on January 13, 2023 | Photo Credit: Reuters The National Disaster Management...
1
33",,,,1,[],https://twitter.com/abt_live/status/1617407489129218048,ORG,,"{'neg': 0.103, 'neu': 0.794, 'pos': 0.103, 'compound': -0.25}",-0.25,neg
Zee News,@ZeeNews,2023-01-23T06:21:10.000Z,"zee news
@zeenevus
,
23 Jan","Shankaracharya Swami Avimukteshwaranand Saraswati LIVE

#SwamiAvimukteshwaranand #Joshimath
12
1,355",,,,12,['https://pbs.twimg.com/media/FnIu5YjaUAA1wRR?format=jpg&name=small'],https://twitter.com/ZeeNews/status/1617407070453764096,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Uttarakhand News,@UttaranchalNewz,2023-01-23T05:09:57.000Z,"Uttarakhand News
@UttaranchalNews
,
23 Jan","Joshimath on the cusp of doom, the land is bursting, what will be the future of ruined Joshimath now? - Uttarakhand News

For More Information-
https://uttaranchalnews.com/joshimath-on-the-cusp-of-doom-land-bursting-now-what-will-be-the-future-of-ruined-joshimath/…

#joshimath
#joshimathsinking
#UttaranchalNews
#Uttarakhand
#UttarakhandNews
uttaranchalnews.com
Joshimath on the cusp of doom, the land is bursting, what will be the future of ruined Joshimath now?
Today Joshimath is groaning under the wrath of nature. But no one understood the need to end his pain. After the snowfall, the situation here has become more dangerous. Cracks are widening in some areas.
1
42",,,,1,['https://pbs.twimg.com/card_img/1622828040832323584/HRqUmOpV?format=jpg&name=small'],https://twitter.com/UttaranchalNewz/status/1617389148926799872,ORG,,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.9584}",-0.9584,neg
Navbharat GOLD,@NavbharatGold,2023-01-23T05:00:00.000Z,"Navbharat GOLD
@NavbharatGold
,
Jan 23","What is the present condition of Urgam Valley? Which project are the people here considering as the cause of the landslide? Learn
@Shailendrap1986
 In the ground report of:
#Joshimath #JoshimathCrisis #JoshimathIsSinking
https://navbharattimes.indiatimes.com/navbharatgold/day-today/urgam-valley-fighting-with-courage-from-gaura-devi/story/97230014.cms…
Ground Report: Urgam Valley fighting with courage from Gaura Devi
navbharattimes.indiatimes.com
Ground Report: Urgam Valley fighting with courage from Gaura Devi
Joshinath Update: Several villages of Urgam Valley, two hours drive from Joshimath, are facing the problem of land subsidence and cracking of houses.
66",,,,,[],https://twitter.com/NavbharatGold/status/1617386646260916225,,,"{'neg': 0.093, 'neu': 0.833, 'pos': 0.074, 'compound': -0.168}",-0.168,neg
Uttarbanga Sambad,@uttarbanga,2023-01-23T04:56:44.000Z,"Uttarbanga Sambad
@Uttarabanga
·
23 John","Many people have been evacuated to safer places
#Badrinath #BadrinathHighwayCracks #Joshimath #Joshimathcrisis #uttarakhand
uttarbangasambad.com
Cracks in Badrinath National Highway Amid Joshimath Disaster, Concerns Growing
Dehradun: Amid the Joshimath disaster, a new crack appeared on the Badrinath National Highway. It is known that from one to several parts of the national highway
47",,,,,[],https://twitter.com/uttarbanga/status/1617385821195358208,GPE,,"{'neg': 0.137, 'neu': 0.787, 'pos': 0.075, 'compound': -0.6908}",-0.6908,neg
News18 Uttar Pradesh,@News18UP,2023-01-23T03:59:34.000Z,"News18 Uttar Pradesh
@News18UP
·
23 Jan","Pushkar Singh Dhami will hold a review meeting today on the situation in Joshimath, officers from different departments will be present.

#joshimath #pushkarsinghdhami
2
9
734",,,2,9,['https://pbs.twimg.com/amplify_video_thumb/1617370613517291522/img/KJfqYyKZYecjezEA.jpg'],https://twitter.com/News18UP/status/1617371438511722496,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
UPENDRA PATEL ~ IND,@imupendraa,2023-01-23T03:46:19.000Z,"Upendra Patel ~ Ind
@imupendra
·
23 John","If people criticize the government and protest for changing the name of a city, even if a quarter of that is spent on the crisis of the end of a city, then don't know how many zealots can still be saved.

#Joshimath #JoshimathIsSinking
46",,,,,[],https://twitter.com/imupendraa/status/1617368102915964929,GPE,,"{'neg': 0.213, 'neu': 0.73, 'pos': 0.057, 'compound': -0.7717}",-0.7717,neg
News18 India,@News18India,2023-01-23T03:44:12.000Z,"News18 India
@News18India
·
23 Jan","Which parts of the country are getting maximum snowfall, know-

#Kashmir #Uttrakhand #Joshimath #SnowFall #WeatherUpdate #Temprature
@theanupamajha
0:56
261 views
1
1
9
876",,1,1,9,['https://pbs.twimg.com/amplify_video_thumb/1617367484168024065/img/cBtmCo6JyNqK3lQY.jpg'],https://twitter.com/News18India/status/1617367571166302210,WORK_OF_ART,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
News18 India,@News18India,2023-01-23T03:42:59.000Z,"News18 India
@News18India
·
23 Jan","Snowfall in 4 states of the country. Know where the snow increased the difficulties-

#Kashmir #Uttrakhand #Joshimath #SnowFall #WeatherUpdate #Temprature
@theanupamajha
1
2
6
733",,1,2,6,['https://pbs.twimg.com/amplify_video_thumb/1617366993342189568/img/0V0lXaoi1Y7k6zjd.jpg'],https://twitter.com/News18India/status/1617367262717149184,WORK_OF_ART,,"{'neg': 0.094, 'neu': 0.815, 'pos': 0.09, 'compound': -0.0258}",-0.0258,neg
News18 India,@News18India,2023-01-23T03:42:10.000Z,"News18 India
@News18India
·
23 Jan","Heavy snowfall in Auli, Uttarakhand, tourists enjoyed the snow in Auli.

#Uttrakhand #Joshimath #SnowFall #WeatherUpdate #Temprature
@theanupamajha
1
1
11
1,035",,1,1,11,['https://pbs.twimg.com/amplify_video_thumb/1617366771887140865/img/VkOcFypqI1FudQfD.jpg'],https://twitter.com/News18India/status/1617367058764922880,WORK_OF_ART,,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5106}",0.5106,pos
News18 India,@News18India,2023-01-23T03:36:39.000Z,"News18 India
@News18India
·
23 Jan","Heavy snowfall in Joshimath, Uttarakhand, many roads were closed.

#Uttrakhand #Joshimath #SnowFall #WeatherUpdate #Temprature
@theanupamajha
1
6
729",,,1,6,['https://pbs.twimg.com/amplify_video_thumb/1617365239963746304/img/zPMADPpf7sTT_R0b.jpg'],https://twitter.com/News18India/status/1617365669003300865,WORK_OF_ART,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Down To Earth,@down2earthindia,2023-01-23T03:33:24.000Z,"Down To Earth
@down2earthindia
·
23 Jan","Lessons from #Joshimath: Sustainable development is no longer a buzzword; it now questions the neoliberal economic development model, whose impacts are staring us in the face, writes Depinder Kapur 
@CSEINDIA
 #JoshimathCrisis #joshimathsinking
downtoearth.org.in
Of Joshimath and Martin Ravallion: The sinking town shows all that is flawed in our poverty...
Sustainable development is no longer a buzzword; it now questions the neoliberal economic development model, whose impacts are staring us in the face  
806",,,,,['https://pbs.twimg.com/card_img/1622449617471434753/H6L6CVI8?format=jpg&name=small'],https://twitter.com/down2earthindia/status/1617364851462135808,,,"{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg
prem piram,@PiramPrem,2023-01-24T16:34:33.000Z,"love piram
@piramprem
·
Go 24","Reply to
@atulsati1
Government's claims are air.
@ChamoliDm
  That's why the cracks of the land were being filled? Will this work continue till the dead bodies market is not established.. This is rehabilitation displacement? Do not do the brokerage of Joshimath.. #Joshimath #Joshimathcrisis
4
11
304",,,4,11,[],https://twitter.com/PiramPrem/status/1617923822791065602,,,"{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.6868}",-0.6868,neg
crap 1.0,@LOC_bbk,2023-01-24T16:12:45.000Z,"crap 1.0
@LOC_bbk
,
Jan 24","20 houses and 6 shops in the last 24 hours
Till now 870 houses have developed cracks, 181 houses are on the verge of collapse.
After protesting for compensation, the local administration provided 1 heater for a hall.
Thank you Dhami ji, thank you Modi ji
#Joshimath #SaveJoshimath #Joshimath #JoshimathIsSinking
43",🚩 🚩 🚩 🚩 🚩 🚩,,,,[],https://twitter.com/LOC_bbk/status/1617918335525728259,CARDINAL,,"{'neg': 0.109, 'neu': 0.8, 'pos': 0.091, 'compound': -0.25}",-0.25,neg
DURGESH JHA,@bihar_son,2023-01-24T13:47:36.000Z,"Durgesh Jha
@bihar_son
,
24 Jan","If it is said that the person who fills the cracks of Joshimath will be considered as Shankaracharya, then our Modi ji will be eager to fill the cracks first.

That's it, isn't it friends?
#JoshiMath #JoshiMathCrisis #NarendraModi #Shankaracharya
5
5
141",😊,,5,5,[],https://twitter.com/bihar_son/status/1617881806463987713,,,"{'neg': 0.059, 'neu': 0.883, 'pos': 0.058, 'compound': -0.0139}",-0.0139,neg
prem piram,@PiramPrem,2023-01-24T13:38:38.000Z,"love piram
@piramprem
·
Go 24","New UK #SaveJoshimath..Houses are collapsing..No milk for three year old girl in relief camp?
How is this a favor on feeding two breads? Will the house be built with 1.5 lakh? Will the daughter get married? The government has become Dhritarashtra, can you see our condition? Said Geeta Devi, daughter of former minister #Joshimathcrisis #joshimath
4
46
59
1,736",,4,46,59,['https://pbs.twimg.com/ext_tw_video_thumb/1617879336903905281/pu/img/3nzsimluWRCtT1Qn.jpg'],https://twitter.com/PiramPrem/status/1617879553615224836,,,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.8012}",0.8012,pos
A1 News,@A1NewsTel,2023-01-24T13:04:55.000Z,"A1 News
@A1NewsTel
·
24 Jan","Satpal Maharaj's political tussle regarding Joshimath..
#Dehradun #Joshimath
@satpalmaharaj
 @garimadasauni
2
168",,,,2,['https://pbs.twimg.com/ext_tw_video_thumb/1617867248106102785/pu/img/WPNcYXRrGLl1R4At.jpg'],https://twitter.com/A1NewsTel/status/1617871065497362438,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
DB LIVE - (Digital News Channel),@dblive15,2023-01-24T12:59:04.000Z,"DB LIVE - (Digital News Channel)
@dblive15
·
24 Jan","Badrinath Highway is now in danger after Joshimath
#Joshimath is already fighting for its existence. In such a situation, there is a big danger on the Badrinath Highway as well. If you believe the news, big cracks are also visible on the highway.
#DBLIVE
https://youtube.com/watch?v=DFQ5PyOR6_Q&t=1s…
1:44
75 views
2
10
182",,,2,10,[],https://twitter.com/dblive15/status/1617869592654925837,ORG,,"{'neg': 0.226, 'neu': 0.738, 'pos': 0.036, 'compound': -0.9022}",-0.9022,neg
THE WEEK,@TheWeekLive,2023-01-24T11:43:53.000Z,"THE WEEK
@TheWeekLive
·
24 Jan","FROM THE MAGAZINE | Finally, Mother Earth had enough, and shrugged a little, sinking the ground in Joshimath. Only a warning; she killed no one. Bless her!

Read the column by 
@rprasannan
 
https://theweek.in/columns/prasannan/2023/01/21/speak-the-truth-on-joshimath.html…

#joshimath #mothernature #tectonicplates #shifting
100",,,,,['https://pbs.twimg.com/media/FnPClUXXgAEdUT0?format=jpg&name=small'],https://twitter.com/TheWeekLive/status/1617850673881841664,DATE,,"{'neg': 0.217, 'neu': 0.718, 'pos': 0.065, 'compound': -0.7644}",-0.7644,neg
NEXTINDIATIMES-NIT,@nextindiatimes,2023-01-24T11:38:37.000Z,"NEXTINDIATIMES-NIT
@nextindiatimes
·
24 Jan","After Joshimath, Rudraprayag, now this village of Uttarkashi is also in the grip of landslide, big cracks on every building
https://nextindiatimes.com/these-villages-of-uttarkashi-after-joshimath-rudraprayag-are-now-in-the-grip-of-earthquakes-and-large-cracks-on-every-building/…
 #nextindiatimes #batwadi #joshimath #earthquake #nature #hills #uttarkashi #house #landslide
nextindiatimes.com
After Joshimath, Rudraprayag, now this village of Uttarkashi is also in the grip of landslide, big damage on every building.
These villagers demand that they too be shifted to a safer place. On the other hand, the administration says that the process of displacement of 49 families
258",,,,,[],https://twitter.com/nextindiatimes/status/1617849347231866881,,,"{'neg': 0.055, 'neu': 0.874, 'pos': 0.071, 'compound': 0.3182}",0.3182,pos
AnkitPanwar,@Ankitt_Panwar,2023-01-24T10:27:12.000Z,"Ankit Panwar
@ankitt_pawar
,
24 Jan","Why joshimath is sinking? and how can it be stopped?

Why is Joshimath collapsing? Learn more how it can be prevented. #joshimath #joshimathcrisis #savejoshimath #uttarakhand #explained
youtube.com
Joshimath Sinking Crisis Explained | Why is Joshimath sinking?
Joshimath, a small town in the Chamoli district of #Uttarakhand is taking it's last breath. A case of Land subsidence has put the life of thousands under st...
1
60",,,,1,[],https://twitter.com/Ankitt_Panwar/status/1617831375666843649,,,"{'neg': 0.134, 'neu': 0.85, 'pos': 0.016, 'compound': -0.8426}",-0.8426,neg
Mirror Now,@MirrorNow,2023-01-24T09:22:21.000Z,"Mirror Now
@MirrorNow
·
24 Jan","An earthquake of magnitude 5.8 jolted parts of India & Nepal. The epicentre is reported to be the India-Nepal border.

Strong tremors were felt across Delhi-NCR, Uttarkhand. 

#BreakingNews #earthquake #Delhi #joshimath
5
1,064",,,,5,['https://pbs.twimg.com/media/FnOiNojaYAA6szv?format=jpg&name=small'],https://twitter.com/MirrorNow/status/1617815056233955333,,,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.5106}",0.5106,pos
#KUNDALINI #YOGA Thakkar Babubhai,@SoftwarImmortal,2023-01-24T09:20:42.000Z,"#Kundalini #Yoga Thakkar Babubhai
@softwarimmortal
,
24 Jan","@Dharmen46587056
Earthquake exactly in Himalayan Border....Nepal China Border .....the exact expected fault lines
Uttarakhand #Joshimath also felt.
@Thinkerks
 
@drakchaurasia
 
@leenajain85
 

Now I am telling ..... UP is also in big risk.
India News | Bharat Samachar
@bstvlive
,
Jan 24
Lucknow

Earthquake tremors in capital Lucknow

Earthquake tremors were also felt in Delhi-NCR

Earthquake tremors were felt with a magnitude of 5.4

Epicenter of earthquake near Nepal-China border

Effect of earthquake in UP, Delhi and NCR

#Lucknow #earthquake
Show this thread
1
1
195",➡ ➡ ➡ ➡ ➡,1,,1,"['https://pbs.twimg.com/profile_images/1351450156399378434/Gi5T8x2e_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1617810626591744002/pu/img/XQ-2POFXK-napY59.jpg']",https://twitter.com/SoftwarImmortal/status/1617814642545545216,,,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.5859}",-0.5859,neg
Mirror Now,@MirrorNow,2023-01-24T09:16:23.000Z,"Mirror Now
@MirrorNow
·
24 Jan","An earthquake of magnitude 5.8 jolted parts of India & Nepal. The epicentre is reported to be the India-Nepal border.

Strong tremors were felt across Delhi-NCR, Uttarkhand. 

#BreakingNews #earthquake #Delhi #joshimath
1
1
690",,,1,1,"['https://pbs.twimg.com/media/FnOfy5GakAAowud?format=jpg&name=small', 'https://pbs.twimg.com/media/FnOgt96aAAASzbd?format=jpg&name=small']",https://twitter.com/MirrorNow/status/1617813555201576961,,,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.5106}",0.5106,pos
HaryanaNews post,@HaryananewsPost,2023-01-24T08:05:16.000Z,"HaryanaNews post
@HaryananewsPost
·
24 Jan","#joshimath: Miraculous people should come forward and fix the cracks of Joshimath: Shankaracharya Avimukteshwaranand

#भागेश्वर्धम
haryananewspost.com
Joshimath: Miraculous people should come forward and heal the cracks of Joshimath: Shankaracharya Avimukteshwaranand
Religious News: Jagadguru Shankaracharya Swami Avimukteshwaranand has given a reaction regarding Dhirendra Shastri of Bageshwar Dham, his miracles and Joshimath. They
34",,,,,['https://pbs.twimg.com/card_img/1621437774762225664/E5_ZQqN_?format=jpg&name=small'],https://twitter.com/HaryananewsPost/status/1617795658815246337,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
TIMES NOW,@TimesNow,2023-01-24T06:52:04.000Z,"TIMES NOW
@TimesNow
·
24 Jan","Joshimath Crisis: Roof Of House Collapses, Courtyard Sinks.

#TNShorts #Joshimath
1
6
12
3,643",,1,6,12,['https://pbs.twimg.com/media/FnN_taAaUAIjmTZ.jpg'],https://twitter.com/TimesNow/status/1617777235167154176,,,"{'neg': 0.387, 'neu': 0.613, 'pos': 0.0, 'compound': -0.743}",-0.743,neg
TIMES NOW,@TimesNow,2023-01-24T06:48:12.000Z,"TIMES NOW
@TimesNow
·
24 Jan","#Joshimath: First collapse in crisis-hit town of #Uttarakhand as roof of house caves in, courtyard sinks
timesnownews.com
Joshimath: First collapse in crisis-hit town of Uttarakhand as roof of house caves in, courtyard...
Joshimath, the gateway to famous Hindu and Sikh pilgrimage destinations like Badrinath and Hemkund Sahib and international skiing site Auli, is sinking gradually with huge cracks developing in...
1
2
1,694",,,1,2,[],https://twitter.com/TimesNow/status/1617776261757272064,,,"{'neg': 0.094, 'neu': 0.836, 'pos': 0.07, 'compound': -0.3818}",-0.3818,neg
Vision2020,@newsvision2020,2023-01-24T06:43:46.000Z,"Vision2020
@newsvision2020
·
24 Jan","Auli's tourism in trouble due to Joshimath landslide, tourists canceling bookings. http://vision2020news.com/?p=124837 via
@Vision
 2020 News #Auli #Joshimath #Landslide #AuliTourism #trouble #tourists #cancelling #bookings #news #uttarakhandnews #Uttarakhand
vision2020news.com
Auli's tourism in trouble due to Joshimath landslide, tourists canceling bookings. Vision 2020 News
Chamoli/Joshimath – There is snow in snow sports resort Auli, winter tourist season is going on but there are no tourists. The businessmen associated with tourism, who did not have time these days, are sitting without work. In such...
30",,,,,[],https://twitter.com/newsvision2020/status/1617775148433813504,ORG,,"{'neg': 0.076, 'neu': 0.906, 'pos': 0.018, 'compound': -0.6124}",-0.6124,neg
thehillnews.in,@thehill_news,2023-01-24T05:26:35.000Z,"thehillnews.in
@thehill_news
·
24 Jan","New research on #Joshimath collapse:
State Tourism Minister Satpal Maharaj says that the local people built sewerage tanks, due to which Joshimath is sinking. The reason for not having a sewerage plan.

#joshimath
6
7
8
945",,6,7,8,['https://pbs.twimg.com/media/FnNsP4SagAE29e-?format=jpg&name=360x360'],https://twitter.com/thehill_news/status/1617755723957698561,,,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
TOI Plus,@TOIPlus,2023-01-24T04:10:00.000Z,"You more
@You more
·
Jan 24","Official attempts to curb information about land subsidence in #Joshimath are only fuelling panic and fear. Here’s a look at why a steady flow of scientific observations is the need of the hour-
@Upadhyay_Cavita
timesofindia.indiatimes.com
Residents of Joshimath need help not censorship | India News - Times of India
India News: Official attempts to curb information about land subsidence in Joshimath are only fuelling panic and fear. Here’s a look at why a steady flow of scien
1
3
618",,,1,3,['https://pbs.twimg.com/card_img/1622444037818155008/e4-p5loQ?format=jpg&name=small'],https://twitter.com/TOIPlus/status/1617736449155076101,ORG,,"{'neg': 0.157, 'neu': 0.81, 'pos': 0.033, 'compound': -0.8834}",-0.8834,neg
Independent Unity News Official,@SwatantraEkta,2023-01-24T03:54:00.000Z,"Independent Unity News Official
@SwatantraEkta
,
Jan 24","Joshimath

Effect of Joshimath landslide continues

All weather road project work has also been affected

Work slows down from Helang to Badrinath Dham

All weather road project work has also slowed down

Hill cutting work in the area has been stopped for the time being.

#joshimath
25",➡ ➡ ➡ ➡ ➡,,,,[],https://twitter.com/SwatantraEkta/status/1617732423852371971,,,"{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.4588}",-0.4588,neg
DNA,@dna,2023-01-24T01:50:14.000Z,"DNA
@dna
·
24 Jan","Fresh cracks appear on #Badrinathhighway amid land subsidence crisis in #Joshimath
dnaindia.com
Fresh cracks appear on Badrinath highway amid land subsidence crisis in Joshimath
According to the DM, a Central Building Research Institute (CBRI) team was sent out to assess the situation.
1
533",,,,1,['https://pbs.twimg.com/card_img/1623563014418071552/OSLZndlP?format=jpg&name=small'],https://twitter.com/dna/status/1617701276539826176,,,"{'neg': 0.161, 'neu': 0.748, 'pos': 0.091, 'compound': -0.6808}",-0.6808,neg
SK,@pahadanldki_SK,2023-01-24T01:45:38.000Z,"Traction
@pahdgirl_sk
,
24 Jan","Seems like a dangerous trend! #Joshimath #BadrinathHighway
ANI Digital
@ani_digital
·
23 Jan
Fresh cracks reported on Badrinath highway: Chamoli DM

Read @ANI Story | https://aninews.in/news/national/general-news/fresh-cracks-reported-on-badrinath-highway-chamoli-dm20230123224558/…
#Joshimath #BadrinathHighway #Chamoli
2
13
25
1,189",,2,13,25,"['https://pbs.twimg.com/profile_images/817977303242133505/jSSyMKvf_mini.jpg', 'https://pbs.twimg.com/media/FnLFab-aUAEg9Px?format=png&name=small']",https://twitter.com/pahadanldki_SK/status/1617700119037759488,,,"{'neg': 0.091, 'neu': 0.76, 'pos': 0.149, 'compound': 0.2481}",0.2481,pos
All India Radio News,@airnewsalerts,2023-01-24T01:34:29.000Z,"All India Radio News
@airnewsalerts
·
24 Jan","#Uttarakhand Tourism and Culture Minister 
@satpalmaharaj
 says all tourist places in state are safe except #Joshimath. 

He says government is making all possible efforts to deal with situation in Joshimath. He also says upcoming Char Dham Yatra will be smooth.

File Photo
3
6
1,366",,,3,6,['https://pbs.twimg.com/media/FnM2RlragAACFHP?format=png&name=small'],https://twitter.com/airnewsalerts/status/1617697312238886912,,,"{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.4404}",0.4404,pos
newslaundry,@newslaundry,2023-01-25T16:30:30.000Z,"newslaundry
@newslaundry
·
25 Jan","Through our latest #NLSena series, The Hills Suffer: #Joshimath and Beyond, 
@hridayeshjoshi
 will audit Uttarakhand's infrastructure projects and explain why the state may have other disasters waiting to happen.

Support us by contributing to the project: http://newslaundry.com/sena?ref=social
3
6
1,624",,,3,6,['https://pbs.twimg.com/media/FmcTEbkagAIdq6t?format=jpg&name=small'],https://twitter.com/newslaundry/status/1618285191264436224,,,"{'neg': 0.158, 'neu': 0.781, 'pos': 0.06, 'compound': -0.6597}",-0.6597,neg
India TV,@indiatvnews,2023-01-25T15:49:29.000Z,"IndiaTV
@indiatvnews
·
Jan. 25","#Joshimath land subsidence: 70 per cent normalcy has returned, informs Uttarakhand CM #pushkarsinghdhami 

#JoshimathIsSinking #joshimathcrisis
indiatvnews.com
Joshimath land subsidence: 70 per cent normalcy has returned, informs Uttarakhand CM Pushkar Singh...
Joshimath land subsidence: 'We are making a provision that those who are caught cheating in exams will not be able to appear in any exam for the next 10 years,' said CM Dhami.
2
2
712",,,2,2,[],https://twitter.com/indiatvnews/status/1618274868071641088,GPE,,"{'neg': 0.055, 'neu': 0.945, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
DR B L Agarwal,@drblagrawal3,2023-01-25T14:12:28.000Z,"Dr. B. L. Groll
@drblgrool
·
Jan's brother","#joshimath is on irrecoverable & progressive collapse mode. Any effort to promote 4dham yatra or to #Badrinath will be quite dangerous to tourists & also will aggravate collapse of joshimath mountain. Talking that 65% of joshimath is safe is a devastating belief
1
53",,,,1,[],https://twitter.com/drblagrawal3/status/1618250455150387201,,,"{'neg': 0.314, 'neu': 0.588, 'pos': 0.098, 'compound': -0.92}",-0.92,neg
newslaundry,@newslaundry,2023-01-25T14:00:35.000Z,"newslaundry
@newslaundry
·
25 Jan","#NLSena | Two geologists with years of experience studying #Joshimath told 
@hridayeshjoshi
 that the only option amidst the ongoing crisis is to remove the settlements in affected areas.
newslaundry.com
‘Just one option…remove settlements’: Geologists on Joshimath’s reality
2
6
3,339",,,2,6,[],https://twitter.com/newslaundry/status/1618247461302042628,,,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.6908}",-0.6908,neg
Rays,@meisyouwithoutI,2023-01-25T13:52:41.000Z,"Rays
@meisyouwithoutI
·
25 Jan","Replying to 
@atulsati1
@ReutersAsia
 @Reuters
 @ndtv
 @sanket
 @aajtak
 @anjanaomkashyap
 @ravishndtv
 @republic
 @ANI
 @smitaprakash
 @gchahal
 @abhisar_sharma
 @firstpost
 @TheDeshBhakt
 @sundaysarthak
 @Samdish
 @BrutIndia
 
That's what administration and politics do to those who stand up for people. #Joshimath
1
1
192",,,1,1,[],https://twitter.com/meisyouwithoutI/status/1618245477325246464,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"Anjul Negi (Kotdwar,Uk)",@UkAnjul,2023-01-25T13:42:58.000Z,"Anjul Negi (Kotdwar, UK)
@ukanjul
,
25 Jan","#Uttrakhand 
@INCUttarakhand
  
@UKD4Uttarakhand
  
@AAPUttarakhand
  
Ab yahan koi yeh bole usne wahan pradarshan kiya usne wahan kiya #Joshimath mei jo hai unpe yeh ho raha hai 
1
11
20
632",♥ 🤐 🤐 🤐 🤐 🤐 🤐 😞 😞,1,11,20,['https://pbs.twimg.com/media/FnUncxFWQAIzHQJ?format=jpg&name=small'],https://twitter.com/UkAnjul/status/1618243028526981121,GPE,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
The India Review®,@TheIndiaReview,2023-01-25T13:38:44.000Z,"The India Review®
@TheIndiaReview
·
25 Jan","Joshimath is Sliding Down the Ridge, Not Sinking
#Himalaya #Joshimath #LandSubsidence #Uttarakhand

https://theindiareview.com/news/regional/joshimath-is-sliding-down-the-ridge-not-sinking/…
2
1
53",,,2,1,['https://pbs.twimg.com/media/FnUmfehWQAYKByo?format=jpg&name=small'],https://twitter.com/TheIndiaReview/status/1618241965421727750,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
ETVBharat Uttarakhand,@ETVBharatUK,2023-01-25T13:17:50.000Z,"Netvabharat Uttarakhand
@etbhartuk
,
25 Jan","Joshimath Crisis: 5 options for rehabilitation, DM sent report to disaster secretary -of-joshimath-land-subsidence-affected-people/uttarakhand20230125170029301301519… #joshimath
@pushkardhami
 @ChamoliDm
etvbharat.com
Joshimath Crisis DM sent 5 options for rehabilitation DM sent report to Disaster Secretary
The city of Joshimath in Uttarakhand is moaning through cracks. Now the big challenge before the government is to rehabilitate the affected. So that, before any untoward incident, they can be shifted to a safe place. So, Joshimath's...
1
74",,,1,,['https://pbs.twimg.com/card_img/1623655279954112512/NtRE6bOd?format=jpg&name=small'],https://twitter.com/ETVBharatUK/status/1618236704091176960,GPE,,"{'neg': 0.235, 'neu': 0.714, 'pos': 0.051, 'compound': -0.9451}",-0.9451,neg
Sun,@Sunny16910644,2023-01-25T11:31:36.000Z,"Sun
@Sunny16910644
·
25 Jan","In the affair of #BoycottPathan, the blind devotees became so busy that they forgot the plight of the Hindus of #Joshimath.

Yes, they are more interested in hatred than help.

#JoshimathIsSinking #PathaanMovie #PathaanFirstDayFirstShow #PathaanReview
2
408",,,,2,[],https://twitter.com/Sunny16910644/status/1618209969857507328,,,"{'neg': 0.156, 'neu': 0.63, 'pos': 0.215, 'compound': 0.1851}",0.1851,pos
