UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,NER,gender,scores,sentiment_score,overall_sentiment
Nidhi Tomar for the country (Teacher),@NidhiTomar21,2023-01-26T16:10:10.000Z,"Nidhi Tomar for the country (Teacher)
@NidhiTomar21
,
Jan 26","#Uttrakhand #Joshimathcrisis
Prof. Pawan Sinha
@ShriguruPawanji
,
Jan 25
Any one may come- @UttarakhandRB @ukcmo @ikusumkandwal @swadeshimanch #Uttrakhand #Joshimath @PujyaSwamiji #Rishikesh #swadeshi @YoungMovesMedia
15",🙏 🙏,,,,"['https://pbs.twimg.com/profile_images/1172127262470111232/xK17FxJc_mini.jpg', 'https://pbs.twimg.com/media/FnVHhwMacAM7tdo?format=jpg&name=small']",https://twitter.com/NidhiTomar21/status/1618642461878005760,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Manshi Asher,@ManshiAsher,2023-01-27T09:34:24.000Z,"Manshi Asher
@manshiashir
·
27","“We haven’t received any information from either NTPC or HCC about the temporary huts. The company hasn’t responded to any of our official communication,” said the senior administrative official
Sarkar is thumb twiddling & image-managing? 
#Joshimathcrisis https://tinyurl.com/ycy2tk5d
4
9
314",,,4,9,[],https://twitter.com/ManshiAsher/status/1618905250362175489,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Ritu #truthseeker,@RituRathaur,2023-01-28T17:06:55.000Z,"Ritu #truthseeker
@RituRathaur
,
Jan 28","Seems #Joshimathcrisis has been systematically watered down

Media has just stopped talking about it

Hindus of joshimath continue to suffer

M nahi hai na
3
76
129
2,390",,3,76,129,['https://pbs.twimg.com/media/Fnky6F1acAA81b7?format=jpg&name=small'],https://twitter.com/RituRathaur/status/1619381519554064384,PERSON,female,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.6597}",-0.6597,neg
Jyoti Raghavan,@joerags1976,2023-01-30T14:03:31.000Z,"Jyoti Raghavan
@joerags1976
·
30 Jan","#himalayasindanger #climatefast #meltingglaciers #Joshimathcrisis We've nearly lost Joshimath to unsustainable development. Let's not lose Ladakh too. 
@PMOIndia
 @moefcc
 @NITIAayog
 @CPR_Climate
Neelam Ahluwalia
@nahluwalia20
·
30 Jan
Unsustainable development in #Himalayas has led to Joshimath disaster. Citizens demand that ecological thinking & planning+public participation is made centre stage for design & implementation of all projects across India. 
#HimalayasInDanger #ClimateFast #EcologicalPlanningMust
1
48",,,,1,"['https://pbs.twimg.com/profile_images/1611376589874565125/VYlimPsa_mini.jpg', 'https://pbs.twimg.com/media/FnuZUMBaUAE4Kcy?format=jpg&name=small']",https://twitter.com/joerags1976/status/1620060142166495234,PERSON,female,"{'neg': 0.125, 'neu': 0.839, 'pos': 0.036, 'compound': -0.685}",-0.685,neg
Gomathi Raghavan,@GomathiRaghava4,2023-01-30T00:02:06.000Z,"Gomati Raghavan
@Komathiragava௪
·
௩௦ Jan",".
@India_NHRC
 
@DrMohanBhagwat
 ji 
@JPNadda
 ji 

National Stock Exchange, RBI, 
LIC & SBI _ mismanaged &
looted

#JoshimathCrisis is an
indelible blot
An important temple was
affected during  the tenure of bc section of the bjp
25",,,,,[],https://twitter.com/GomathiRaghava4/status/1619848393219776512,PERSON,female,"{'neg': 0.047, 'neu': 0.901, 'pos': 0.052, 'compound': 0.0516}",0.0516,pos
Meera Rotti,@MeeraRotti,2023-01-31T02:46:07.000Z,"Mira Rotti
@MiraRotti
·
31 John","Which national news channel is still covering the #joshimathcrisis even today? If none, could one of them cover it at least once a week, particularly in the form if discussions with stakeholders? If yes, please share the timing of this discussion.
4
10
21
814",,4,10,21,[],https://twitter.com/MeeraRotti/status/1620252055263903745,PERSON,female,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.7622}",0.7622,pos
Shobha Gairola,@Sobiftygairola,2023-02-04T08:03:50.000Z,"Shobha Gairola
@Sobiftygairola
·
4 Feb","#Joshimath #Joshimathcrisis #uttarakhand #Uttarakhand_mange_land_law
2:08
153 views
2
10
11
327",,2,10,11,[],https://twitter.com/Sobiftygairola/status/1621781561023795202,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Vidya Bhushan Rawat,@freetohumanity,2023-02-04T01:02:50.000Z,"Vidya Bhushan Rawat
@freetohumanity
·
4 Feb","Listen to important voice of 
@atulsati1
 ji recorded by me over a year ago on #joshimathcrisis in #Uttarakhand .
In Conversation with Shri Atul Sati, Joshimath Bachao Sangharsh Samiti https://youtu.be/hFi0D-g0f9I via 
@YouTube
youtube.com
In Conversation with Shri Atul Sati, Joshimath Bachao Sangharsh Samiti
Joshimath is an ancient and extremely important border town in the Chamoli district of Uttarakhand. It is also our link to Badrinath. Joshimath is in the new...
40",,,,,['https://pbs.twimg.com/card_img/1621675277800841216/eKfruOlT?format=jpg&name=240x240'],https://twitter.com/freetohumanity/status/1621675615463313411,PERSON,female,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.3818}",0.3818,pos
Special Joshi Jai Hind,@TeamPatriot007,2023-02-05T18:35:30.000Z,"Special Joshi Jai Hind
@TeamPatriot007
,
Feb 6","#include<stdio.h>
{
printf{#AI #PatriotsUnite #trending #Joshimathcrisis #TrueStory}
getch()
}
#JS #css #Web3 #forex #javascript #bot #AI #Website #CodeNewbie #women #flutter #NFT #python #Web #cybersecurity #ada #cod #100DaysOfCode #DevOps #Microsoft #WomenWhoCode #blockchain
ANI
@ANI
·
5 Feb
#WATCH | Uttarakhand CM Pushkar Singh Dhami flagged off vehicles carrying relief material for #Joshimath land subsidence-affected people, from Uttarakhand Sadan in Delhi today.
2
2
81",,,2,2,"['https://pbs.twimg.com/profile_images/1497864299/ani_mic_logo_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1622168451019345921/pu/img/uZIxkLhYeVk6LttJ.jpg']",https://twitter.com/TeamPatriot007/status/1622302914281865216,PERSON,female,"{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.4767}",0.4767,pos
Suryavanshi Rachna Sanatani,@Suryavanshi1108,2023-02-06T12:45:41.000Z,"Suryavanshi composition Sanatani
@Suryavanshi1108
,
Feb 6","How many sycophants from the mouth of this Caliph #joshimathsinking #Joshimathcrisis
But had heard the concern and plans to send your help??
#TurkeyQuake vs #Joshimathcrisis
1:01
0:27
1
12
14
498",🕉 🌷 🚩,1,12,14,"['https://pbs.twimg.com/ext_tw_video_thumb/1622577145007714304/pu/img/SapJS-t_si28Tk0l.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1622577205883854849/pu/img/_EZyIQYOpZBlENjC.jpg']",https://twitter.com/Suryavanshi1108/status/1622577270526464000,PERSON,female,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.6007}",0.6007,pos
Vidya Bhushan Rawat,@freetohumanity,2023-02-07T02:57:32.000Z,"Vidya Bhushan Rawat
@freetohumanity
·
7 Feb","#Joshimathcrisis reflect failure of political as well as bureaucratic class in India. This story by Anupam Mishra ji in #Dinman long back shows how activists made efforts to protect it.

Joshimath Tragedy: Trees for the Next Generation https://spsmedia.in/land-forest-and-water/joshimath-tragedy-trees-for-the-next-generation/… via
@Sarvodaya
 press service
spsmedia.in
Joshimath Tragedy: Trees for the Next Generation
Society interferes in the environment for its living and habitat, sometimes its results are sad, but usually the same society corrects it. About five decades ago, the tragedy happened in Joshimath itself.
2
47",,,,2,['https://pbs.twimg.com/card_img/1622639642712616960/cK_Ivzne?format=jpg&name=small'],https://twitter.com/freetohumanity/status/1622791643584946176,PERSON,female,"{'neg': 0.165, 'neu': 0.8, 'pos': 0.035, 'compound': -0.9239}",-0.9239,neg
Suryavanshi Rachna Sanatani,@Suryavanshi1108,2023-02-08T12:56:41.000Z,"Suryavanshi composition Sanatani
@Suryavanshi1108
,
Feb 8","Reply to
@agnivrt
Modi ji is dying for anti-India Turkey, here Irani Begum Sahiba is shouting and calling Congress a Muslim traitor, how many more proofs are needed?
You sycophants, your #Joshimathcrisis and the suffering Hindu people of Pakistan, Bangladesh will only come.
Tomorrow we will suppress you like #Joshimath.
3
8
71",🕉 🌷 🚩,,3,8,['https://pbs.twimg.com/media/FocjHTlacAEuuPQ?format=jpg&name=small'],https://twitter.com/Suryavanshi1108/status/1623304810891218944,PERSON,female,"{'neg': 0.058, 'neu': 0.896, 'pos': 0.047, 'compound': -0.1531}",-0.1531,neg
Suryavanshi Rachna Sanatani,@Suryavanshi1108,2023-02-08T04:03:40.000Z,"Suryavanshi composition Sanatani
@Suryavanshi1108
,
Feb 8","Has any Islamic country sent help in #Joshimathcrisis?
@narendramodi
  shame on you
When will the people of Joshimath get security?
#joshimath #joshimathsinking
Liberal Doge (YouTuber)
@Riteshzh
,
Feb 7
Everyone will be happy seeing saffron color now

Amazing blind devotion! Send ration to Pakistan in saffron colored bags now twitter.com/desimojito/sta…
2
12
15
143",🕉 🌷 🚩 🤮 😂 😂,2,12,15,['https://pbs.twimg.com/profile_images/1621250002977968129/ZFcC_oeU_mini.jpg'],https://twitter.com/Suryavanshi1108/status/1623170672498466818,PERSON,female,"{'neg': 0.084, 'neu': 0.621, 'pos': 0.295, 'compound': 0.9398}",0.9398,pos
Suryavanshi Rachna Sanatani,@Suryavanshi1108,2023-02-08T04:01:06.000Z,"Suryavanshi composition Sanatani
@Suryavanshi1108
,
Feb 8","#भागवत_माफी_मांगो  #Joshimathcrisis #joshimathsinking
The following media includes potentially sensitive content. Change settings
View
25",🕉 🌷 🚩,,,,[],https://twitter.com/Suryavanshi1108/status/1623170027875885056,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Nidhi Jamwal,@JamwalNidhi,2023-01-05T16:05:31.000Z,"Nidhi Jamwal
@jamwalnidhi
,
5 Jan","Last month on Dec 4, 
@GaonConnectionE
 had published a ground report on land subsidence in Joshimath and warned of a disaster. Read the detailed report by 
@megha_prakash
.  
@ChamoliDm
 @ChamoliIcds
 @ukcmo
 

#joshimathsinking #JoshimathIsSinking #Joshimath
gaonconnection.com
The Sinking Feeling in Joshimath
Joshimath in Uttarakhand has both religious and tourist significance. But several villages in the area are slowly subsiding, say the local villagers and scientists who have studied the region....
2
7
10
1,990",,2,7,10,['https://pbs.twimg.com/card_img/1621744269915729922/Tzmxi2Ss?format=jpg&name=small'],https://twitter.com/JamwalNidhi/status/1611031146007269376,PERSON,female,"{'neg': 0.058, 'neu': 0.903, 'pos': 0.039, 'compound': -0.3182}",-0.3182,neg
Sakshi Jadaun,@JadaunSakshi,2023-01-06T16:58:28.000Z,"Sakshi Jadoun
@jdownwitness
,
6 Jan","#Joshimath #JoshimathIsSinking #UPDATE
DM Chamoli
@ChamoliDm
,
Jan 6
Daily bulletin issued by District Disaster Management Chamoli in view of landslides happening in Joshimath town area....
@drdhansinghuk @pushkardhami @DIPR_UK @chamolipolice
1
151",,,,1,"['https://pbs.twimg.com/profile_images/1608008050232918016/GrHIiAdZ_mini.jpg', 'https://pbs.twimg.com/media/Fly_Pw9aAAAqwUR?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fly_RM7acAAfulQ?format=jpg&name=360x360']",https://twitter.com/JadaunSakshi/status/1611406858727849990,PERSON,female,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
Nivedita Khandekar,@nivedita_Him,2023-01-06T16:11:31.000Z,"nivedita khandekar
@nivedita_him
,
6 Jan","#Joshimath 
#JoshimathIsSinking 

Jal Shakti Ministry constitutes a joint committee for a rapid study of the Joshimath phenomenon. 

All usual suspect govt agencies. No outside expert.
1
4
14
1,534",,1,4,14,['https://pbs.twimg.com/media/FlzTNZzaAAMK4E6?format=jpg&name=small'],https://twitter.com/nivedita_Him/status/1611395043830665219,PERSON,female,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg
Odisha Bhaskar,@odishabhaskar,2023-01-06T14:30:53.000Z,"Odisha Bhaskar
@odishabhaskar
,
6 Jan","With a looming crisis in #Uttarakhand's #Joshimath and panic amongst the residents of the hill station, Chief Minister #PushkarSinghDhami has ordered the establishment of temporary rehabilitation centres for evacuees. #JoshimathIsSinking
1
139",,,,1,['https://pbs.twimg.com/media/Fly8NbdaEAIfoGi?format=jpg&name=small'],https://twitter.com/odishabhaskar/status/1611369720015630336,PERSON,female,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.836}",-0.836,neg
Shalu Awasthi,@Shalu_official,2023-01-06T14:21:23.000Z,"Shalu Avasti
@shalu_official
·
6 John","Big decision of the district administration for the affected people of the area

People whose houses are in danger or unlivable will be given ₹4000 per family as assistance to stay in a rented house for 6 months

Assistance will be provided from CM Relief Fund
@anoopnautiyal1
 #JoshimathIsSinking
1
2
112",,,1,2,[],https://twitter.com/Shalu_official/status/1611367327366549504,PERSON,female,"{'neg': 0.096, 'neu': 0.845, 'pos': 0.06, 'compound': -0.2263}",-0.2263,neg
Revathi Narayan,@TheRev_ayan215,2023-01-06T13:43:24.000Z,"Revathi Narayan
@Theruv_Ayna215
·
6 John","Mountains are beautiful but sensitive as well. Progress and development are no doubt what everyone needs, but not on the cost of a ""Natural Disaster"". Development is for civilisation, if civilisation itself comes under threat, then DEVELOPMENT.. whom for ?? #JoshimathIsSinking
21",,,,,[],https://twitter.com/TheRev_ayan215/status/1611357769692762112,PERSON,female,"{'neg': 0.187, 'neu': 0.596, 'pos': 0.217, 'compound': 0.1926}",0.1926,pos
Divya Bhaskar,@Divya_Bhaskar,2023-01-06T12:13:04.000Z,"Divya Bhaskar
@Divya_Bhaskar
·
6 Jan","Door-to-door survey begins in Joshimath: 16 km long tunnel passing under the city is the main cause of landslides; NTPC and Helang Bypass project put on hold
#Uttarakhand | #Joshimath | #JoshimathIsSinking
divyabhaskar.co.in
Door-to-door survey begins in Joshimath: The main cause of landslides is the 16 km long road passing under the city...
Land and mountains are collapsing in Uttarakhand's Chamoli district. There are cracks in 561 houses of Joshimath. In view of the calamity, the Central Government has suspended the NTPC Tapovan-Vishnugarh Hydroelectric Project and Helang Bypass...
3
358",,,,3,[],https://twitter.com/Divya_Bhaskar/status/1611335038221836288,PERSON,female,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.6486}",-0.6486,neg
Sanjukta Basu,@sanjukta,2023-01-06T10:33:46.000Z,"attached Bose
@connected
·
6 Go","Aggressive concrete based development in the name of tourism promotion is causing environmental disaster in Uttarakhand. I have done 2-3 stories on this for National Herald, but is the govt listening? People of #Joshimath finally raising their voice. #JoshimathIsSinking
1
9
1,185",,1,,9,[],https://twitter.com/sanjukta/status/1611310045920399360,PERSON,female,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.431}",-0.431,neg
Ritu Bhandari,@BhandariRitu11,2023-01-06T06:57:35.000Z,"Ritu Bhandari
@bhandaririto11
,
6 Jan","#JoshimathIsSinking #savejoshimath
Meenakshi Kandwal Meenakshi Kandwal
@MinakshiKandwal
,
Jan 6
The Saklani family was the first to see a rift in Joshimath's house.
When asked Saklani ji that you have accepted that you will have to leave the house now…. So he was able to say only one line that he has sent all the three daughters away from this house… and then went out wiping his eyes with a sore throat. #JoshimathIsSinking
1
3
91",,,1,3,"['https://pbs.twimg.com/profile_images/1557046243557199872/puuKO0SV_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1611254041199415296/pu/img/X5_tpoq5PY21AQFj.jpg']",https://twitter.com/BhandariRitu11/status/1611255640890183681,PERSON,female,"{'neg': 0.051, 'neu': 0.92, 'pos': 0.029, 'compound': -0.1531}",-0.1531,neg
Swati Goswami,@swatimeraki,2023-01-06T06:02:25.000Z,"Swati Goswami
@swatimerki
·
6 Go","#Uttarakhand CM 
@pushkardhami
 is tweeting about ‘New Uttarakhand’ & ‘Empowering Uttarakhand’ while the state is literally sinking & its people were being displaced. Continuously ignoring environmental threats & revenge tourism is damaging the Shivalik belt #JoshimathIsSinking
1
1
4
252",,1,1,4,[],https://twitter.com/swatimeraki/status/1611241761309102080,PERSON,female,"{'neg': 0.289, 'neu': 0.711, 'pos': 0.0, 'compound': -0.9042}",-0.9042,neg
Sezal Chand Thakur,@imSCthakur,2023-01-06T01:39:49.000Z,"Sejal Chand Thakur
@inskatkur
,
6 Jan","Land is sinking in #Joshimath of #Uttarakhand. Cracks have appeared in more than 500 houses, roads are sinking. This process has been going on for some time, but people claim that no attention was paid by the government. #JoshimathIsSinking
1
2
6
207",,1,2,6,"['https://pbs.twimg.com/media/FlwKZLkaUAA8J3m?format=png&name=small', 'https://pbs.twimg.com/media/FlwKb67aEAEEWv3?format=png&name=360x360', 'https://pbs.twimg.com/media/FlwKnK6agAAreMZ?format=png&name=360x360']",https://twitter.com/imSCthakur/status/1611175672281722880,PERSON,female,"{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.4215}",-0.4215,neg
Alisha Rao,@Alisha_yad,2023-01-07T14:53:06.000Z,"Alisha Rao
@Alisha_yad
·
7 Jan","Never violates the laws of nature and never mess with the environmental and religious beliefs of people or else u'll have to face consequences.
#Joshimath #JoshimathIsSinking #Uttrakhand
114",,,,,[],https://twitter.com/Alisha_yad/status/1611737698322231296,PERSON,female,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.5875}",0.5875,pos
Mahima Singh Kanwar,@journomskanwar,2023-01-07T09:51:18.000Z,"Mahima Singh Kanwar
@journonameskanwar
·
7 information","Then back to the mountains...

#Uttrakhand #JoshimathIsSinking
5
3
44
1,250",🦋,5,3,44,[],https://twitter.com/journomskanwar/status/1611661748926566400,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Deepa Bafila,@BafilaDeepa,2023-01-07T09:26:14.000Z,"Deepa Bafila
@BafilaDeepa
·
7 Jan","#JoshimathIsSinking
Dhruv Mishra
@dhruv_mis
,
Jan 7
Chief Minister @pushkardhami will come today to take stock of the situation in Joshimath, before that, see in what condition people are living through this video. There are small children who suffer from hunger at night, their mother is crying and telling how the administration goes away giving false assurance of giving food.
#joshimath
2:07
3,193 views
1
3
147",,,1,3,['https://pbs.twimg.com/profile_images/1616989835251834882/kYYsBUZX_mini.jpg'],https://twitter.com/BafilaDeepa/status/1611655440299102210,PERSON,female,"{'neg': 0.118, 'neu': 0.783, 'pos': 0.099, 'compound': -0.34}",-0.34,neg
Ritu #truthseeker,@RituRathaur,2023-01-07T07:32:40.000Z,"Ritu #truthseeker
@RituRathaur
,
Jan 7","Hear what HPC chairman Ravi Chopra has to say about this..
Why was all this ignored? And when cracks had emerged in 2020 itself , why was nothing done to stop it ?
#JoshimathIsSinking
1:29
1,620 views
1
27
47
3,836",,1,27,47,"['https://pbs.twimg.com/ext_tw_video_thumb/1611626777990025216/pu/img/rblFIVheo7GEwJDF.jpg', 'https://pbs.twimg.com/media/Fl2mFW2aUAAhUrN?format=jpg&name=360x360']",https://twitter.com/RituRathaur/status/1611626857761476615,PERSON,female,"{'neg': 0.073, 'neu': 0.881, 'pos': 0.046, 'compound': -0.2725}",-0.2725,neg
Divya Bhaskar,@Divya_Bhaskar,2023-01-07T06:09:47.000Z,"Divya Bhaskar
@Divya_Bhaskar
·
7 Jan","What does prophecy say about Joshimath? It will be difficult to visit Badrinath when the arm of Nrisimha idol installed in the temple will break
#Uttarakhand | #Joshimath | #JoshimathIsSinking | #Badrinath
divyabhaskar.co.in
What does the prophecy say about Joshimath?: When the arm of Nrisimha idol installed in the temple will break...
The existence of the historic city of Joshimath in Uttarakhand is now in jeopardy. Many people have been forced to leave their homes due to cracks in the building. Joshimath According to Hinduism, a very important city...
10
946",,,,10,['https://pbs.twimg.com/card_img/1622177011933544451/4Mk41O5P?format=jpg&name=small'],https://twitter.com/Divya_Bhaskar/status/1611606002033627136,PERSON,female,"{'neg': 0.108, 'neu': 0.87, 'pos': 0.022, 'compound': -0.7945}",-0.7945,neg
Odisha Bhaskar,@odishabhaskar,2023-01-07T05:45:41.000Z,"Odisha Bhaskar
@odishabhaskar
,
7 Jan","This strategic Himalayan town of religious importance in Uttarakhand is facing a dangerous mixture of landslide, seismic activity triggered by unplanned development. Read more...
https://odishabhaskar.in/news/joshimath-sinking-600-families-to-be-evacuated-cm-dhami-to-visit-today/…
#Joshimath #joshimathsinking #JoshimathLandslide #JoshimathIsSinking
odishabhaskar.in
Joshimath Sinking: 600 Families to be Evacuated; CM Dhami to Visit Today  
Joshimath: This strategic Himalayan town of religious importance in Uttarakhand is facing a dangerous mixture of landslide, seismic activity triggered by unplanned development. Cracks have developed...
66",,,,,[],https://twitter.com/odishabhaskar/status/1611599934452813825,PERSON,female,"{'neg': 0.084, 'neu': 0.849, 'pos': 0.067, 'compound': -0.296}",-0.296,neg
Anamika gaur,@ByAnamika,2023-01-07T04:48:31.000Z,"Anamika Gaur
@Byanamika
,
7 Jan","Jal Shakti Ministry constituted a Committee to conduct a rapid study of the occurrence of land subsidence and its impact or otherwise in the region of Joshimath. 

#Joshimath 
#जोशीमठ_बचाओ
#JoshimathIsSinking
3
12
600",,,3,12,[],https://twitter.com/ByAnamika/status/1611585548556328962,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Anisa Draboo,@Drabooanisa,2023-01-07T03:19:05.000Z,"Anisa Draboo
@Drabooanisa
·
7 Jan","This would probably be the first town ever to sink like this. Mainly due to senseless civil work of 
@ntpclimited
 in economically fragile area in the #himalayas #JoshimathIsSinking

600 Families To Be Evacuated From ""Sinking"" Joshimath, Choppers On Standby
ndtv.com
600 Families To Be Evacuated From ""Sinking"" Joshimath, Choppers On Standby
Uttarakhand Chief Minister Pushkar Singh Dhami on Friday ordered an immediate evacuation of around 600 families living in houses that have developed huge cracks and are at risk in Joshimath town...
1
117",,,,1,['https://pbs.twimg.com/card_img/1621592889506816001/91ntxe8B?format=jpg&name=small'],https://twitter.com/Drabooanisa/status/1611563041170284544,PERSON,female,"{'neg': 0.024, 'neu': 0.921, 'pos': 0.055, 'compound': 0.4019}",0.4019,pos
Pooja Khanduri,@khanduri_pooja,2023-01-07T01:05:50.000Z,"Pooja Khanduri
@Khanduri_Pooja
·
7 John","In action on landslide in Joshimath, the Central Government, Ministry of Jal Shakti constituted a committee, will submit its report in 3 days on landslide and its effects
#SaveJoshimath #JoshimathIsSinking
5
4
46
1,050",,5,4,46,['https://pbs.twimg.com/media/Fl1Ni6macAAsKo7?format=jpg&name=small'],https://twitter.com/khanduri_pooja/status/1611529508200525825,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Sakshi Jadaun,@JadaunSakshi,2023-01-08T19:04:02.000Z,"Sakshi Jadoun
@jdownwitness
,
9 Jan","Don't go to the mountains just to make #reels, now that you have got a chance to use the mountains from #reel to #real, then do your duty.
LET'S MAKE PRESSURE ON GOVERNMENT.
#JoshimathIsSinking guys...come one...#hurry
1
4
96",,,1,4,[],https://twitter.com/JadaunSakshi/status/1612163233779187712,PERSON,female,"{'neg': 0.075, 'neu': 0.873, 'pos': 0.051, 'compound': -0.2342}",-0.2342,neg
Sakshi Jadaun,@JadaunSakshi,2023-01-08T19:00:29.000Z,"Sakshi Jadoun
@jdownwitness
,
9 Jan","The sinking Joshimath needs the help of the whole of India today, come forward and take forward the campaign of #savejoshimath....save #Joshimath before something much worse and bigger happens.
 #JoshimathIsSinking SAVE #Joshimath
To all the Travelers or mountain lovers especially...
@atulsati1
 ,
@PMOIndia
1
3
9
599",,1,3,9,['https://pbs.twimg.com/media/Fl-NG1YakAAEsPy?format=jpg&name=small'],https://twitter.com/JadaunSakshi/status/1612162343894667265,PERSON,female,"{'neg': 0.059, 'neu': 0.748, 'pos': 0.192, 'compound': 0.7865}",0.7865,pos
Srishti Choudhary,@Srish__T,2023-01-08T17:35:53.000Z,"Srishti Chaudhary
@sarish__t
·
8 informed","As more houses crumble, govt's top priority now is to shift people from dangerous areas over a stretch of 350 metres in #Joshimath to safe locations, including making pre-fabricated houses. Read  
@AmanKayamHai_
#JoshimathIsSinking
news18.com
Shift, Save, Study: PMO Gives Clear Commands to Help 7 Bodies Keep Firm Grip on Joshimath
The top priority is to shift people from dangerous areas over a stretch of 350 meters in Joshimath to safe locations, including making pre-fabricated houses for these people
1
791",⬇,,1,,['https://pbs.twimg.com/card_img/1622431669360771072/ipYIHmzq?format=jpg&name=small'],https://twitter.com/Srish__T/status/1612141050117910528,PERSON,female,"{'neg': 0.068, 'neu': 0.735, 'pos': 0.196, 'compound': 0.8658}",0.8658,pos
Apurva Bhardwaj,@grafidon,2023-01-08T16:58:37.000Z,"Apurva Bhardwaj
@grafidon
·
8 Jan","Joshimath is a small but big historical town in Uttarakhand ..which will probably disappear from the world map in a few years because the blind horse of development has trampled it under its feet and ended its existence #JoshimathIsSinking
2
11
51
1,950",,2,11,51,"['https://pbs.twimg.com/media/Fl9xNZGaUAAeKbZ?format=jpg&name=small', 'https://pbs.twimg.com/media/Fl9xNpLacAAHFTb?format=jpg&name=small']",https://twitter.com/grafidon/status/1612131674229473280,PERSON,female,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.7096}",-0.7096,neg
Apurva Bhardwaj,@grafidon,2023-01-08T16:58:29.000Z,"Apurva Bhardwaj
@grafidon
·
8 Jan","Eureka..eureka..
When Archimedes had discovered the principle of buoyancy in water, he was bathing completely naked in the hammam, as soon as the idea came to his mind, he ran unconsciously on the streets in such a condition and kept shouting.. Eureka.. Eureka means got..got..#JoshimathIsSinking
1
25
114
9,897",,1,25,114,"['https://pbs.twimg.com/media/Fl9xLRMakAIyI1L?format=jpg&name=small', 'https://pbs.twimg.com/media/Fl9xLeTaUAAq3Cs?format=jpg&name=small']",https://twitter.com/grafidon/status/1612131637877428224,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Renu saklani,@RenukaSaklani,2023-01-08T15:29:11.000Z,"Renu Sakleni
@Renukasakalani
·
8 John","Amar Ujala Ground Report #Joshimath
#JoshimathIsSinking 
@AmarUjalaNews
#Uttrakhand #Breaking_News
https://youtu.be/71nDYRScuLU
1
181",,,,1,['https://pbs.twimg.com/media/Fl9cvhlaEAQfavm?format=jpg&name=small'],https://twitter.com/RenukaSaklani/status/1612109168055578627,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Jyoti Karki,@Jyoti_karki_,2023-01-08T14:45:51.000Z,"Jyoti Karki
@jyoti_karki_
·
Go to 8","After all, who will take the responsibility of these broken houses, was born in those houses, lived his whole life in those houses, what was the big scheme by the government, when you have to leave the house built with hard work and sweat. Just one question, who is responsible?
#JoshimathIsSinking
#Uttarakhandgovernment
#JoshimathKoBachanaHai
3
51",,,,3,['https://pbs.twimg.com/media/Fl9Sz5cagAM3d4X?format=jpg&name=small'],https://twitter.com/Jyoti_karki_/status/1612098260122107905,PERSON,female,"{'neg': 0.098, 'neu': 0.862, 'pos': 0.04, 'compound': -0.34}",-0.34,neg
