,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
322,322,The India Saga,@theindiasaga,2023-01-12T07:56:19.000Z,"The India Saga
@theindiasaga
,
Jan 12","Here's what you need to know about the Joshimath sinking crisis.

Read this piece by
@ChaudhariKarsha
only on
@theindiasaga
,
,
,
,
#Joshimath #JoshimathSinking
#JoshimathCrisis #Uttarakhand
#PushkarSinghDhami
#JoshimathSinkingCrisis
theindiasaga.com
Here's what you need to know about the Joshimath sinking crisis.
The local government has designated the holy town of Joshimath in Uttarakhand, which has a population of about 20,000, as disaster...
3
3
107",,,3.0,3,['https://pbs.twimg.com/card_img/1615981930704703488/1lqGWv8h?format=jpg&name=small'],https://twitter.com/theindiasaga/status/1613444750597849088
323,323,Shreyoshi Guha,@ShreyoshiGuha,2023-01-12T07:21:43.000Z,"Shreyoshi Guha
@ShreyoshiGuha
,
Jan 12","Joshimath's cracks widen, #Uttrakhand CM extends support for the affected families

#Joshimathcrisis #JoshimathIsSinking
#joshimathsinking #Joshimath #JoshimathLandslide #climateChange #JoshimathEmergency
pixstory.com
Joshimath's cracks widen, Uttrakhand CM extends support for the affected families
The situation at Joshimath, Uttarakhand continues to deteriorate as the cracks are widening at the 'unsafe' structures in the hill town. Yesterday Uttarakhand Chief Minister Pushkar Singh Dhami...
1
73",,1.0,,,['https://pbs.twimg.com/card_img/1615977437333962753/-v_oqQNN?format=jpg&name=small'],https://twitter.com/ShreyoshiGuha/status/1613436042237054978
324,324,Economic Times,@EconomicTimes,2023-01-12T07:55:00.000Z,"Economic Times
@EconomicTimes
,
Jan 12","#JoshimathSinking | CM #PushkarSinghDhami visits Narsingh temple, assures all possible assistance to residents.

#JoshimathEmergency

Catch the day's latest news ➠ https://bit.ly/3ZvvjFJ
5:42
638 views
3
2,148",📡,,,3,[],https://twitter.com/EconomicTimes/status/1613444417775362049
325,325,The Times Of India,@timesofindia,2023-01-12T11:10:30.000Z,"The Times Of India
@timesofindia
,
Jan 12","Delhi policymakers will eat up #Uttarakhand one day: #UmaBharti http://toi.in/kp5SLa/a24gk

#JoshimathSinking
timesofindia.indiatimes.com
Delhi policymakers will eat up Uttarakhand one day: Uma Bharti | Dehradun News - Times of India
Former Madhya Pradesh CM and BJP leader Uma Bharti has said that policymakers in Delhi ""will eat up Uttarakhand, the Ganga and Himalayas one day as th
4
8
3,914",,,4.0,8,['https://pbs.twimg.com/card_img/1615869386199375874/mpJwSjMp?format=jpg&name=small'],https://twitter.com/timesofindia/status/1613493617322070019
326,326,Life Coach Rajshree,@panse_rajshree,2023-01-12T16:15:30.000Z,"Life Coach Rajshree
@panse_rajshree
,
Jan 12","CM In Joshimath, Announces Rs 45Cr Rehab Package

#cmuttarakhand #PushkarSinghDhami #rehabpackage #rehab #uttrakhand #joshimathsinking #joshimath #JoshimathNews #lokmarg #lokmargnews
www.lokmarg.com
CM In Joshimath, Announces Rs 45Cr Rehab Package
Uttarakhand state government has announced a relief package of Rs 45 crore to families in Joshimath, where large cracks appeared...
41",,,,,['https://pbs.twimg.com/card_img/1616109040630923265/Rc7yRWxP?format=jpg&name=small'],https://twitter.com/panse_rajshree/status/1613570373739581440
327,327,The Story Mug,@thestorymug,2023-01-12T05:27:25.000Z,"The Story Mug
@thestorymug
,
Jan 12","More than two dozen houses in the Bahuguna Colony in Karnaprayag have developed cracks that began to appear approximately ten years ago.
#karnaprayag #Joshimathcrisis #JoshimathIsSinking #joshimathsinking #JoshimathDemolition #thestorymug
thestorymug.com
Karnaprayag: Where Cracks Are Scarier Than Joshimath - THE STORY MUG
Karnaprayag is the next Joshimath or Joshimath is new Karnaprayag? Whatever the case may be, these two towns are sinking and sinking fast!
32",,,,,['https://pbs.twimg.com/card_img/1616060516631207939/0h-PZOqb?format=jpg&name=small'],https://twitter.com/thestorymug/status/1613407277897371648
328,328,Akhand Bharat Tv,@abt_live,2023-01-12T01:55:54.000Z,"Akhand Bharat Tv
@jabt_live
,
12 Jan","CSIR-National Geophysical Research https://abtlive.com/2023/01/10/csir-national-geophysical-research-institute-team-to-study-joshimaths-geology/?utm_source=twitter&utm_medium=social&utm_campaign=ReviveOldPost… #joshimathlandsinking #joshimathnews #joshimathcracksinhouses #csirngriteamjoshimath #joshimathsinking #joshimath #joshimathlatestnews #joshimathsinkingreason #joshimathsinkingnews
abtlive.com
CSIR-National Geophysical Research Institute team to study Joshimath's geology - abtlive
Source Link Joshimath in Uttarakhand's Chamoli district on January 10, 2023. | Photo Credit: PTI CSIR-National Geophysical Research Institute (NGRI) is sending a nine-member team led by senior...
17",,,,,['https://pbs.twimg.com/card_img/1616288917690486784/4WdTZS40?format=jpg&name=small'],https://twitter.com/abt_live/status/1613354048866119680
329,329,Odisha Bhaskar,@odishabhaskar,2023-01-12T12:58:46.000Z,"Odisha Bhaskar
@odishabhaskar
,
12 Jan","Joshimath Demolition Drive Resumes Amid Protests
Read More-https://odishabhaskar.in/national/joshimath-demolition-drive-resumes-amid-protests/…

#Joshimath #JoshimathDemolition #JoshimathCrisis #JoshimathSinking #Uttarakhand #BreakingNews #LatestNews #OdishaBhaskar
odishabhaskar.in
Joshimath Demolition Drive Resumes Amid Protests
Joshimath: The ""sinking"" town of Joshimath in Uttarakhand saw the return of the demolition drive on Thursday, a day after protesting villagers had halted the project. The effort got underway with the...
77",,,,,[],https://twitter.com/odishabhaskar/status/1613520863868887044
330,330,Mahima Singh Kanwar,@journomskanwar,2023-01-12T07:12:40.000Z,"Mahima Singh Kanwar
@journamskwar
,
12 Jan","Innocent appeal to the Prime Minister.. Save us.
#Joshimathcrisis #JoshimathLandslide #joshimathsinking
@PMOIndia
6
29
126
8,047",,6.0,29.0,126,['https://pbs.twimg.com/ext_tw_video_thumb/1613433713442033665/pu/img/4n7yMmhIx1K5Nz66.jpg'],https://twitter.com/journomskanwar/status/1613433767154290688
331,331,Yogita Bhayana योगिता भयाना,@yogitabhayana,2023-01-12T07:26:47.000Z,"Yogita Bhayana Yogita Bhayana
@yogitabhayana
,
Jan 12","Joshimath's crying video...

#joshimathsinking
From
Gaurav Srivastav
46
346
979
24.2K",,46.0,346.0,979,['https://pbs.twimg.com/ext_tw_video_thumb/1613422163096375297/pu/img/Alryc7lXLeZR2Icy.jpg'],https://twitter.com/yogitabhayana/status/1613437318844801030
332,332,Parisha Singh Kunwar,@Parisha64855997,2023-01-12T17:19:23.000Z,"Pariksha Singh Kunwar
@paris64855997
,
12 Jan","Laska's waist tied, the companion of courage,
Phir bhula ujali holi ka le roli raata
Lashka tied his waist.
#Joshimathcrisis #Joshimath #JoshimathIsSinking #joshimathsinking #Uttrakhand
ALT
1
9
21
2,090",,1.0,9.0,21,['https://pbs.twimg.com/media/FmSax1hagAA3tZR?format=jpg&name=small'],https://twitter.com/Parisha64855997/status/1613586450196594689
333,333,Alok,@raw47091997,2023-01-12T16:55:39.000Z,"Alok
@raw47091997
,
Jan 12","#patwaripaperlak
#kupsk
#Uttarakhand #joshimathsinking #joshimathcrisis
1
3
159",,,1.0,3,['https://pbs.twimg.com/media/FmSW4qfaEAAcini?format=jpg&name=small'],https://twitter.com/raw47091997/status/1613580479906844673
334,334,Mahima Singh Kanwar,@journomskanwar,2023-01-12T11:34:16.000Z,"Mahima Singh Kanwar
@journamskwar
,
12 Jan","SDRF-NDRF team reached the top floor. Today the building will collapse.
#JoshimathIsSinking #joshimathsinking #JoshimathSubsidence
0:09
5,083 views
7
11
113
10.3K",,7.0,11.0,113,[],https://twitter.com/journomskanwar/status/1613499599049875458
335,335,Devbhoomi Dialogue,@Devbhoomidialo,2023-01-12T07:33:12.000Z,"Devbhoomi Dialogue
@devbhoomidialo
,
Jan 12","What are the 3 big scientific clues behind the #Joshimath tragedy? Speaking from Ground Zero, USAC Director Pro. MPS Bisht
#joshimath
#joshimathsinking
#savejoshimath
#rehabilitation
#save joshimath
@Rameshbhimtal
 
@DrMPSBisht2
 
First clue, connection with Raini disaster
1
6
16
611",,1.0,6.0,16,['https://pbs.twimg.com/media/FmQWPnUaMAMYp7R.jpg'],https://twitter.com/Devbhoomidialo/status/1613438934662643713
336,336,TV9 Bharatvarsh,@TV9Bharatvarsh,2023-01-12T07:11:51.000Z,"TV9 Bharatvarsh
@TV9Bharatvarsh
,
Jan 12","Announcement of rehabilitation package, relief plan

#joshimathsinking | #Joshimath |
@karunashankar
2
3
234",,,2.0,3,['https://pbs.twimg.com/amplify_video_thumb/1613431320092479492/img/rc7b8lC1bJhnTHKm.jpg'],https://twitter.com/TV9Bharatvarsh/status/1613433560685502464
337,337,Times Now Navbharat,@TNNavbharat,2023-01-12T00:52:20.000Z,"Times Now Navbharat
@TNNavbharat
,
Jan 12","#EXCLUSIVE: How much will be the package for rehabilitation? Will Joshimath become a city of memories?
@PreetiNegi_
 @gauravnewsman
 #Uttarakhand #JoshimathSinking #Karnaprayag #JoshimathDemolition
5:53
693 views
3
9
2,496",,,3.0,9,[],https://twitter.com/TNNavbharat/status/1613338052155572224
338,338,Anshuman Singh (Harsh),@AnshumanSinghHa,2023-01-12T11:40:56.000Z,"Anshuman Singh (Harsh)
@Anshumansingha
,
12 Jan","New India of Modi Sahab: Joshimath
#SaveJoshimath
@ReallySwara
 @zoo_bear
 @VividhaOfficial
 @TweetAbhishekA
 
#Joshimath #joshimathsinking #JoshimathSubsidence #JoshimathLandslide #JoshimathDemolition
58",💔,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1613501205409599492/pu/img/7jInKua-qjFvX_Iz.jpg'],https://twitter.com/AnshumanSinghHa/status/1613501278293983234
339,339,ZEE HINDUSTAN,@ZeeHindustan_,2023-01-12T10:21:27.000Z,"Zee Hindustan
@ZeeHindustan_
,
Jan 12","Joshimath Sinking: 'Junk of life' in Joshimath

#Joshimath #JoshimathSinking
3
64",,,,3,['https://pbs.twimg.com/amplify_video_thumb/1613452527315611648/img/CjDQOX0Jqc324K7U.jpg'],https://twitter.com/ZeeHindustan_/status/1613481276031533059
340,340,Times Now Navbharat,@TNNavbharat,2023-01-12T00:41:11.000Z,"Times Now Navbharat
@TNNavbharat
,
Jan 12","#TNNHeadlines: Joshimath-like 'crisis' in Karnprayag-Tehri | A look at the headlines of the moment
@PreetiNegi_
 #TehriGarhwal #Uttarakhand #JoshimathSinking #Karnaprayag
1
1
2
356",,1.0,1.0,2,['https://pbs.twimg.com/amplify_video_thumb/1613333960620408834/img/rLUhe1-hZXNmFhxy.jpg'],https://twitter.com/TNNavbharat/status/1613335247365758977
341,341,Buland Duniya,@BulandDuniya,2023-01-12T07:50:10.000Z,"lofty world
@bulanddaniya
,
12 Jan","#savejoshimath #Joshimath #Joshimathcrisis #JoshimathIsSinking #JoshimathDemolition #joshimathsinking #joshimath #JoshimathEmergency #JoshimathLandslide
Cracks also appeared in 25-28 army buildings in Joshimath, jawans shifted, army chief gave information
1
2
154",,,1.0,2,['https://pbs.twimg.com/media/FmQZxkHaAAk6pN4?format=jpg&name=small'],https://twitter.com/BulandDuniya/status/1613443202794807296
342,342,TV9 Bharatvarsh,@TV9Bharatvarsh,2023-01-12T07:51:57.000Z,"TV9 Bharatvarsh
@TV9Bharatvarsh
,
Jan 12","People stopped CM Dhami's convoy

#joshimathsinking | #joshimath
2
3
295",,,2.0,3,['https://pbs.twimg.com/amplify_video_thumb/1613442110623186945/img/HEtgrUDs5Lo1Vrnz.jpg'],https://twitter.com/TV9Bharatvarsh/status/1613443652113821698
343,343,कंडारी जी,@rajdev60743934,2023-01-12T13:11:36.000Z,"Kandari ji
@rajdev60743934
,
Jan 12","bearing the cost of development
I am speaking 'Joshimath'.
 Today I am cracking up
I am shaking for 'tomorrow'.
 I am speaking 'Joshimath'...
#joshimathsinking
2
4
46",,,2.0,4,[],https://twitter.com/rajdev60743934/status/1613524093747499010
344,344,anil danu,@anildanu13,2023-01-12T12:40:46.000Z,"Anil Danu
@anildanu13
,
Jan 12","We are the hill, our life is the mountain. Brothers and sisters of Joshimath, the whole of Uttarakhand is with you in this hour of crisis. lots of love from banaras
#savejoshimath #joshimathsinking #savejoshimath #joshimathuttarakhand
@Rjkaavya
 @anil_baluni
2
81",🙏 🙏,,,2,"['https://pbs.twimg.com/media/FmRcjDraUAUsgtw?format=jpg&name=small', 'https://pbs.twimg.com/media/FmRcjDgakAAJJAa?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FmRcjDqaUAY0Qa-?format=jpg&name=360x360']",https://twitter.com/anildanu13/status/1613516336629706753
345,345,ABP News,@ABPNews,2023-01-12T02:19:55.000Z,"abp news
@abpnews
,
12 Jan","Bad weather may worsen the situation in Joshimath, snowfall and rain in the surrounding areas
@anchorjiya
 ,
@AdarshJha001
#Joshimath #JoshimathSinking #Snowfall #Rainfall
2
8
65
6,671",,2.0,8.0,65,['https://pbs.twimg.com/amplify_video_thumb/1613358321020596226/img/TtyBSTcZ7R8bwcYc.jpg'],https://twitter.com/ABPNews/status/1613360092891721729
346,346,Oneindia Hindi,@oneindiaHindi,2023-01-12T06:35:15.000Z,"Oneindia Hindi
@oneindiaHindi
,
Jan 12","""At this time we are standing with the people of Joshimath in every way, the whole government is standing with them and PM Modi has assured full cooperation in every way. The whole team is working here.""
#joshimath #joshimathsinking #uttarakhand #PushkarSinghDhami
2
3
25
721",,2.0,3.0,25,['https://pbs.twimg.com/media/FmQI40jagAIgeGA?format=jpg&name=small'],https://twitter.com/oneindiaHindi/status/1613424349033418752
347,347,ABP News,@ABPNews,2023-01-12T09:12:59.000Z,"abp news
@abpnews
,
12 Jan","WATCH: abp's CM on Joshimath crisis
@pushkardhami
 EXCLUSIVE conversation with

'Security priority of citizens, will assess the capacity of cities like Joshimath'
@Sheerin_sherry
 ,
@sanjayjourno
#Joshimath #JoshimathSinking #Uttarakhand
5
6
33
3,565",,5.0,6.0,33,['https://pbs.twimg.com/amplify_video_thumb/1613459161383329793/img/XlXyLgW-Xu2kRd2K.jpg'],https://twitter.com/ABPNews/status/1613464045180575748
348,348,TV9 Bharatvarsh,@TV9Bharatvarsh,2023-01-12T07:19:47.000Z,"TV9 Bharatvarsh
@TV9Bharatvarsh
,
Jan 12","Tehri waiting for 12 years! 415 resettled

#joshimathsinking | #Joshimath |
@karunashankar
 ,
@pratyushkkhare
1
1
4
491",,1.0,1.0,4,['https://pbs.twimg.com/amplify_video_thumb/1613434547647176704/img/by6kp6UYxdIZmbf-.jpg'],https://twitter.com/TV9Bharatvarsh/status/1613435558038245376
349,349,ABP Ganga,@AbpGanga,2023-01-12T07:07:52.000Z,"ABP Ganga
@AbpGanga
,
Jan 12","WATCH | Where in Joshimath, how many houses are in danger?

Watch Live here: http://bit.ly/3kmMoiQ

#Uttarakhand #Joshimath #JoshimathSinking
@journosnehlata
1
119",,,,1,['https://pbs.twimg.com/amplify_video_thumb/1613432205359054849/img/Xnfqejv-H8j1tgUS.jpg'],https://twitter.com/AbpGanga/status/1613432558053888000
350,350,DNA Hindi,@DnaHindi,2023-01-12T17:29:54.000Z,"dna english
@DnaHindi
,
Jan 12","Joshimath...is breathing his last now!

Watch more videos- http://t.ly/qH0i

#joshimath #joshimathsinking
73",,,,,['https://pbs.twimg.com/amplify_video_thumb/1613588312941555712/img/0GxVWzzpA71yBBEf.jpg'],https://twitter.com/DnaHindi/status/1613589098173960196
351,351,Times Now Navbharat,@TNNavbharat,2023-01-12T06:16:12.000Z,"Times Now Navbharat
@TNNavbharat
,
Jan 12","#FirstOnTNNavbharat: Joshimath's questions..'Navbharat' investigation, full investigation of the real cause of the disaster

Correspondent from where no one has reached..
@gauravnewsman
 LIVE
@AnchorAnurag
 #Uttarakhand #JoshimathIsSinking #JoshimathSinking
4:14
38 views
166",,,,,[],https://twitter.com/TNNavbharat/status/1613419554377699329
352,352,Akansha Chauhan,@_AkanshaChauhan,2023-01-12T17:51:20.000Z,"Akansha Chauhan
@_AkanshChauhan
,
12 Jan","Very touching! May God give strength to these people and the situation gets better soon.

#Joshimathcrisis #SaveJoshimath #joshimathsinking
Shivam Shandilya
@journoshivam
,
Jan 12
Painful. #joshimath
2
1
12
355",,2.0,1.0,12,"['https://pbs.twimg.com/profile_images/1583159784722690048/-ZqiL08I_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1613422163096375297/pu/img/Alryc7lXLeZR2Icy.jpg']",https://twitter.com/_AkanshaChauhan/status/1613594490782257154
353,353,SANDEEP SINGH RAWAT,@iamsandeeprwt,2023-01-12T17:21:54.000Z,"SANDEEP SINGH RAWAT
@iamsandeeprwt
,
Jan 12","In a country or a society where unworthy and unworthy people are respected and respectable and respectable people are dishonored and insulted, there are always famine, death and fear, these three calamities.
#savejoshimath #joshimathsinking
#savejoshimath #joshimath
https://twitter.com/i/status/1613543103755071488… /
Colonel Mayank Chaubey
@col_chaubey
,
Jan 12
, Late Smt. Sushma Swaraj had drawn the attention of the House on the possible natural calamity of Uttarakhand.

@SushmaSwaraj @governorswaraj
Show this thread
2
79",,,,2,"['https://pbs.twimg.com/profile_images/1611945942667907074/-1XPH_WJ_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1613542697360580609/pu/img/Yw2QDClqEQcH8OAi.jpg']",https://twitter.com/iamsandeeprwt/status/1613587083549106177
354,354,Punjab Kesari,@punjabkesari,2023-01-12T07:10:23.000Z,"Punjab Kesari
@punjabkesari
,
12 Jan","""Don't pay attention to rumours, no one's house will be broken""... CM Dhami said - Victim families will get Rs 1.50 lakh as help
https://m.punjabkesari.in/national/news/do-not-pay-attention-to-rumours-no-one-house-will-be-broken-cm-dhami-1750503?utm_source=twitterbot&utm_medium=social…

#Uttarakhand #ChiefMinisterPushkarSinghDhami #JoshimathLandslide #JoshimathCrisis #JoshimathSinking #ChiefMinisterReliefF
3
148",,,,3,['https://pbs.twimg.com/media/FmQQ71vaAAAHj2o?format=jpg&name=small'],https://twitter.com/punjabkesari/status/1613433189401526272
355,355,ABP News,@ABPNews,2023-01-12T03:54:37.000Z,"abp news
@abpnews
,
12 Jan","Know every big news on Joshimath disaster in 9-9 seconds
@anchorjiya
 ,
@AdarshJha001
 ,
@AnchorSonal95
#Joshimath #JoshimathSinking #Uttarakhand #PushkarDhami
4:45
923 views
2
9
2,762",,2.0,,9,[],https://twitter.com/ABPNews/status/1613383924536979457
356,356,KHABAR FAST,@Khabarfast,2023-01-12T08:40:35.000Z,"news fast
@khabarfast
,
12 Jan","JOSHIMATH UPDATE: Rains raise concern in disaster-hit Joshimath, know complete updates so far
https://khabarfast.com/india-joshimath-update-rain-increased-concern-in-disaster-hit-joshimath-know-the-complete-update-so-far/…
#joshimath #uttarakhand #joshimathsinking #chamoli
36",,,,,['https://pbs.twimg.com/media/FmQlkyKagAAHBHT?format=jpg&name=small'],https://twitter.com/Khabarfast/status/1613455888966373377
357,357,Manoj,@Manoj_R_Gautam,2023-01-12T15:35:39.000Z,"Manoj
@Manoj_R_Gautam
,
Jan 12","Who is responsible for this situation #joshimathsinking
Richi Bhargava
@BhargavaRichi
,
Jan 12
Crying picture of Joshimath... We too could not stop our tears
https://twitter.com/i/spaces/1djGXlkjqoVGZ…
18",,,,,"['https://pbs.twimg.com/profile_images/1607268876819267586/7qCPaAJv_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1613494377263042560/pu/img/oYI312f4kM6kI87H.jpg']",https://twitter.com/Manoj_R_Gautam/status/1613560346354274310
358,358,Times Now Navbharat,@TNNavbharat,2023-01-12T01:44:39.000Z,"Times Now Navbharat
@TNNavbharat
,
Jan 12","Tehri Garhwal is also in the same condition as Joshimath, read the latest morning news in one click

#Uttarakhand #JoshimathSinking #TehriGarhwal
timesnowhindi.com
Aaj Ki Taza Khabar, January 12, 2023: Former Union Minister Sharad Yadav passed away
Aaj Ki Taza Khabar, Today's Breaking News, Hindi News, Hindi Samachar Today- Today's latest news January 12, 2023: We will introduce you to every small and big news of the country and the world, which you are most directly concerned about. India...
2
234",,,,2,['https://pbs.twimg.com/card_img/1616364978403160064/_Ad8MdAM?format=jpg&name=small'],https://twitter.com/TNNavbharat/status/1613351216733622273
359,359,A1 News,@A1NewsTel,2023-01-12T10:58:50.000Z,"A1 News
@A1NewsTel
,
Jan 12","#Uttarakhand
► Action started to demolish hotel in Joshimath
►SDRF took possession of Malari Hotel
►Protesters were removed from the spot
► Started action by closing the road
#joshimathsinking #SDRF
1
44",,,,1,[],https://twitter.com/A1NewsTel/status/1613490681036820482
360,360,Punjab Kesari,@punjabkesari,2023-01-12T10:58:45.000Z,"Punjab Kesari
@punjabkesari
,
12 Jan","Pushkar Singh Dhami visits Joshimath, action to demolish unsafe structure interrupted by people's protest
https://m.up.punjabkesari.in/uttrakhand/news/pushkar-singh-dhami-visited-joshimath-1750507?utm_source=twitterbot&utm_medium=social…

#Uttarakhandnews #Dehradunnews #Joshimathsinking #Dhami #Locals #Protest
125",,,,,['https://pbs.twimg.com/media/FmRFNEaaYAAI7of?format=jpg&name=small'],https://twitter.com/punjabkesari/status/1613490659532627970
361,361,Bisht .T,@tb_chunku,2023-01-12T09:24:49.000Z,"Bisht.T
@tb_chunku
,
Jan 12","#JoshimathIsSinking #JoshimathSubsidence #joshimathsinking
AajTak
@aajtak
,
Jan 11
Joshimath is not alone. In the hill state of Uttarakhand, similar calamities are coming at other places too. Pauri, Bageshwar, Uttarkashi, Tehri Garhwal and Rudraprayag may also meet the same fate. The local people of these districts are afraid of a situation like Joshimath.
#ATDigital #JoshimathSinking #Uttarakhand
13",,,,,"['https://pbs.twimg.com/profile_images/1395254075285860354/LG45JNi8_mini.jpg', 'https://pbs.twimg.com/media/FmKXTM8akAIEeOS.jpg']",https://twitter.com/tb_chunku/status/1613467021047648256
362,362,समर सलिल__سمر سلل (अनुपम चौहान),@SamarSaleel,2023-01-12T07:02:09.000Z,"Samar Salil__سمر سلل (Anupam Chauhan)
@SamarSaleel
,
Jan 12","Bad weather in Joshimath, rain increased the trouble, CM Dhami prayed for the states at Narasimha temple https://samarsaleel.com/bad-weather-in-joshimath-rain-increased-the-trouble/309993…
, #joshimathsinking
@pushkardhami
www.samarsaleel.com
Bad weather rains in Joshimath increased the trouble, CM Dhami made an announcement for the states in the Narasimha temple.
The situation remains the same in Joshimath, Uttarakhand. CM Pushkar Singh Dhami is in Joshimath amid natural crisis.
1
19",✒,,,1,[],https://twitter.com/SamarSaleel/status/1613431117239189504
363,363,Pratyush khare,@pratyushkkhare,2023-01-12T08:34:53.000Z,"Pratyush Khare
@pratyushkhare
,
12 Jan","Apart from the landslide of Joshimath, due to the cracks coming in many houses in the village adjacent to Tehri Dam for the last 15 years, people are afraid of something untoward.
#joshimathsinking
#Tehrigarhwal
TV9 Bharatvarsh
@TV9Bharatvarsh
,
Jan 12
TV9 India reached near Tehri Dam

#joshimathsinking | #Joshimath | @pratyushkkhare | @TheSamirAbbas
50",,,,,"['https://pbs.twimg.com/profile_images/1478936215743201280/VD8J23b4_mini.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1613412085953888256/img/OBYTSSuYKgI_GB-B.jpg']",https://twitter.com/pratyushkkhare/status/1613454454895812608
364,364,Zee News,@ZeeNews,2023-01-12T17:25:00.000Z,"zee news
@zeenevus
,
12 Jan","After Joshimath in Chamoli district of Uttarakhand, danger is also hovering over Karnprayag.

#joshimathsinking #uttrakhand
zeenews.india.com
After Joshimath, clouds of danger are hovering here, the administration ordered to evacuate the area immediately
After Joshimath, cracks have appeared in many houses in Karnprayag. In such a situation, the administration has ordered to vacate Bahugunanagar of Karnprayag immediately. The administration immediately shifted the people of Bahuguna Nagar to the nearby railway...
4
16
1,545",,,4.0,16,['https://pbs.twimg.com/card_img/1616130755910053889/acqnXHq5?format=jpg&name=small'],https://twitter.com/ZeeNews/status/1613587863236481061
365,365,Ashish Pandey,@ashishmcrc,2023-01-12T06:32:34.000Z,"Ashish Pandey
@ashishmcrc
,
Jan 12","Joshimath Crisis: The creaking door-o-wall of every house in Joshimath is telling something to us, listen to everyone here... #JoshimathIsSinking #Joshimathcrisis #joshimathsinking #JoshimathDemolition #JoshimathEmergency
https://youtu.be/jCeYE2K8Zqs via
@YouTube
youtube.com
Joshimath Crisis: Joshimath is coming to an end. Joshimath Landslide |...
Even today, the voice of Joshimath residents, who build a small house in the lap of nature, is reaching every nook and corner of the country. But the pain of the mountain dwellers...
29",,,,,['https://pbs.twimg.com/card_img/1616096431101591558/PXpZ-yfS?format=jpg&name=240x240'],https://twitter.com/ashishmcrc/status/1613423675025559552
366,366,Public Lokpal,@public_lokpal,2023-01-12T14:28:28.000Z,"Public Lokpal
@public_lokpal
,
Jan 12","Joshimath land subsidence: Demolition of 2 'unsafe' hotels begins https://publiclokpal.com/en/news/joshimath-land-subsidence-demolition-of-2-unsafe-hotels-begins-1673533605…
#Joshimath #JoshimathSubsidence #JoshimathSinking #publiclokpal #plnews
www.publiclokpal.com
Joshimath landslide: Demolition of 2 'unsafe' hotels begins
The hotels were to be demolished on Tuesday and all preparations were made.
29",,,,,[],https://twitter.com/public_lokpal/status/1613543436128509952
367,367,Abhijeet Bharat News,@abhijeetbharat_,2023-01-12T09:04:48.000Z,"Abhijeet Bharat News
@abhijeetbharat_
,
Jan 12","#Joshimath 'Difficult to save Joshimath, now it's too late' - Environment expert: https://abhijeetbharat.com/Encyc/2023/1/12/joshimath-cannot-be-saved.html…

#joshimathsinking #Uttarakhand
abhijeetbharat.com
'It's too late to save Joshimath' - Environment expert
Joshimath cannot be saved: The situation in the sinking city of 'Joshimath' in Uttarakhand is getting worse and worse. While the Uttarakhand government is preparing a package for the rehabilitation of the residents of Joshimath. Whereas, Joshimath...
23",,,,,['https://pbs.twimg.com/card_img/1615998886883262471/Wfj54zyP?format=jpg&name=small'],https://twitter.com/abhijeetbharat_/status/1613461983751462912
368,368,"जितने सच्चे रहोगे, उतने ही अकेले रहोगे । #gulzar",@ashishcantt,2023-01-12T07:15:49.000Z,"The more truthful you are, the more lonely you will be. #gulzar
@ashishcantt
,
Jan 12","#JoshimathSinking: Satellite sensing image revealed, Joshimath city was sinking every year https://nedricknews.com/nation/joshimath-sinking-satellite-sensing-image-revealed-joshimath-city-was-sinking-every-year -3v2zx… #NedrickNews #NedrickNewsIndia
nedricknews.com
Joshimath Sinking: Satellite sensing image revealed, Joshimath city was sinking every year
The condition of Joshimath city was deteriorating since years The news of the devastation of Joshimath city of Uttarakhand has become a topic of discussion everywhere these days. day to day…
6",❤,,,,[],https://twitter.com/ashishcantt/status/1613434559693230080
369,369,Patrika Hindi News,@PatrikaNews,2023-01-12T06:43:26.000Z,"Patrika Hindi News
@PatrikaNews
,
Jan 12","Joshimath: Red mark on the house, Kuldevi is not ready to leave the place, she is pushing while lifting the idol

#JoshimathSinking #Joshimathcrisis

https://bit.ly/3Gyws76
1
373",,,,1,[],https://twitter.com/PatrikaNews/status/1613426409657229312
370,370,दैनिक ट्रिब्यून,@DainikTribune,2023-01-12T10:42:07.000Z,"daily tribune
@DainikTribune
,
Jan 12","Scientists from Hyderabad will find out the reasons for land subsidence in Joshimath 135586… #joshimathsinking
dainiktribuneonline.com
Scientists from Hyderabad will find out the reasons for land subsidence in Joshimath
11",,,,,[],https://twitter.com/DainikTribune/status/1613486476100243456
