,UserName,Timestamp,Embedded_text,scores,sentiment_score,overall_sentiment
313,@abhishivaa,2023-01-11T20:26:53.000Z,"I pray for the people of #joshimath
But it's a well engineered calamity. Result of anthropogenic activities,
Himalayas are the world's youngest mountain ranges, this means that the slopes are unstable, built on moraine practically loose soil and so, prone to landslides.
down to earth
@down2earthindia
,
Jan 11
#joshimath
47","{'neg': 0.114, 'neu': 0.807, 'pos': 0.079, 'compound': -0.4404}",-0.4404,neg
314,@Thetradingguru7,2023-01-11T11:15:22.000Z,"#JoshimathIsSinking : Check out the current breathtaking and tragic situation of #Joshimath below.
New cracks were found in houses in Joshimath, Uttarakhand. Read the full news article below.
https://thetradingguru.com/current-breathtaking-situations-in-india/…
#joshimathcrisis #thetradingguru #ttg
thetradingguru.com
Current breathtaking situations in INDIA | The Trading Guru
Fresh fissures are appearing on some houses in Karnaprayag, Uttarakhand, raising concern about Joshimath's sinking The Indian state of Uttarakhand's Chamoli, January 10 (ANI): Fresh cracks were...
2
1
56","{'neg': 0.039, 'neu': 0.822, 'pos': 0.138, 'compound': 0.765}",0.765,pos
315,@firstpost,2023-01-11T09:31:24.000Z,"#Joshimath is sinking with 678 buildings declared unsafe. As people of the town grapple with the panic, experts say that other areas of #Uttarakhand such as #Karnaprayag, #Nainital could also see a similar future #JoshimathIsSinking
#joshimathcrisis
firstpost.com
It's not just Joshimath: How other areas in Uttarakhand could also sink
Joshimath is sinking with a total of 678 buildings declared unsafe. As people of the town grapple with the panic, experts say that other areas of the hill state of Uttarakhand such as Karnaprayag,...
3
4
1,405","{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.765}",-0.765,neg
316,@thetribunechd,2023-01-11T03:48:50.000Z,"'Speedy evacuation top priority': NCMC meet on #Joshimath https://tribuneindia.com/news/nation/speedy-evacuation-top-priority-ncmc-meet-on-joshimath-469233…
544","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}",0.2023,pos
317,@TheSiasatDaily,2023-01-11T11:50:04.000Z,"The #UttarkhandGovernment on Wednesday announced Rs 1.5 lakh #interimrelief to affected families who have been shifted to safer locations after land subsidence in #Joshimath led to houses and establishments developing cracks.
siasat.com
Uttarakhand govt announces Rs 1.5 lakh interim relief for those affected in Joshimath
The Uttarkhand government on Wednesday announced Rs 1.5 lakh interim relief to affected families who have been shifted to safer locations.
1
150","{'neg': 0.063, 'neu': 0.783, 'pos': 0.154, 'compound': 0.8402}",0.8402,pos
318,@splainerin,2023-01-11T04:53:58.000Z,"In our #HeadlinesThatMatter section today:

Angry protests at #Joshimath
- #WorldBank's new forecast is grim
A #GoldenGlobe win for '#RRR'
splainer.in
Headlines That Matter
Here's all the latest news from around the world today!
1
1
274","{'neg': 0.218, 'neu': 0.665, 'pos': 0.116, 'compound': -0.6476}",-0.6476,neg
319,@bqprime,2023-01-11T18:53:18.000Z,"Uttarakhand CM Pushkar Singh Dhami visits #Joshimath as protests stall demolition of unsafe structures.
bqprime.com
Uttarakhand CM Visits Joshimath As Protests Stall Demolition Of Unsafe Structures
The chief minister said there should be a 'balance between ecology and economy' wherever development work is being carried out.
1
2
1,713","{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.6597}",-0.6597,neg
320,@htTweets,2023-01-11T13:31:39.000Z,"#Uttarakhand CM Pushkar Singh Dhami reached the 'sinking' town of #Joshimath from Dehradun to assess the situation on the ground
hindustantimes.com
'Not correct...': Uttarakhand CM visits 'sinking' Joshimath to assess situation
Joshimath land subsidence: The Uttarakhand government has also announced ₹1.5 lakh interim relief to each affected family out of which ₹50,000 was being provided in advance for the residents to shift.
3
2
6
2,854","{'neg': 0.024, 'neu': 0.908, 'pos': 0.068, 'compound': 0.4404}",0.4404,pos
321,@CNNnews18,2023-01-11T07:27:15.000Z,"#LIVE | #GoldenGlobes2023: #RRR Makes History With #NaatuNaatu;

#Muslims should give up 'we ruled once, shall rule again': #RSS chief #MohanBhagwat;

#Joshimath updates and other top stories this hour
News18
@CNNnews18
#LIVE | Watch top stories
1
6
1,724","{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.3818}",0.3818,pos
322,@ajaymit,2023-01-11T07:12:08.000Z,"http://gmrm.in/RVqJzoM

What is the point of giving this explanation now? Why no warnings were issued earlier? Any other place going through the sinking?

#Joshimathcrisis #Joshimath
deccanherald.com
Joshimath – Satellite data shows the town was sinking at a rate of 6
Over the last 18 months, the hill town of Joshimath has been sinking at a very high rate of 6-6.5 cm every year, a new study has shown.
42","{'neg': 0.072, 'neu': 0.893, 'pos': 0.035, 'compound': -0.3695}",-0.3695,neg
323,@htTweets,2023-01-11T23:50:00.000Z,"64-year-old Pushma Verma is unable to sleep in peace as her house in Singh Dhar ward of #Joshimath town is yet to declared ""unsafe"" by the authorities amid the growing land subsidence problem

(Reports by Amit Bathla)
hindustantimes.com
Joshimath: Families live in fear as cracks at homes give them sleepless nights
The Chamoli district administration earlier this week had divided the land subsidence affected Joshimath town into three zones on the basis of possible danger - 'Danger', 'Buffer' and 'Safe'
1
7
2,161","{'neg': 0.121, 'neu': 0.821, 'pos': 0.058, 'compound': -0.6908}",-0.6908,neg
324,@interviewtimes2,2023-01-11T07:22:21.000Z,"At a time when the sinking of soil in the #Himalayan town of #Joshimath in #Uttarakhand has become a serious concern, comparable seismic occurrences in #Odisha cannot be ruled out.
interviewtimes.net
Many districts in Odisha at risk of earthquake
At a time when the sinking of soil in the Himalayan town of Joshimath in Uttarakhand has become a serious concern, comparable seismic occurrences in Odisha cann
26","{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.4019}",-0.4019,neg
325,@RameshPV2010,2023-01-11T07:43:26.000Z,"""The #Joshimathcrisis is a well-engineered calamity,"" writes
@down2earthindia
 editor, Sunita Narain

#Joshimath #JoshimathIsSinking #JoshimathEmergency #climatecrisis #disaster #biodiversitycrisis
www.downtoearth.org.in
Joshimath, a well-engineered calamity
Sinking of the Himalayan town shows we have completely lost the ability to plan keeping in mind the ecological uniqueness of fragile areas
1
1
298","{'neg': 0.055, 'neu': 0.891, 'pos': 0.054, 'compound': -0.0076}",-0.0076,neg
326,@DeccanHerald,2023-01-11T10:00:19.000Z,"A total of 131 families have so far been shifted to temporary relief centers in #Joshimath and the number of damaged houses in the town has risen to 723.

#Uttarakhand
deccanherald.com
Joshimath: Calls for higher compensation grow amid renewed efforts to
Renewed efforts were made by the administration on Wednesday to persuade hoteliers and locals refusing to allow the demolition of two precariously standing hotels in subsidence-hit Joshimath.
1
1
659","{'neg': 0.075, 'neu': 0.841, 'pos': 0.084, 'compound': -0.0772}",-0.0772,neg
327,@romolabutalia,2023-01-11T07:33:11.000Z,"#joshimath This is unbelievable! https://ndtv.com/india-news/joshimath-sinking-uttarakhand-town-ndtv-exclusive-on-camera-2-am-drilling-at-sinking-joshimath-amid-ban-3681707…
Anoop Nautiyal
@anoopnautiyal1
,
Jan 11
This is so cruel. How can construction still be going on when it has been stopped till further orders in #Joshimath? Tagging @PMOIndia @pushkardhami to look into this, ensure complete stoppage & take people/contractor/company who are still indulging in such activities to task. twitter.com/ndtvindia/stat…
2
120","{'neg': 0.114, 'neu': 0.808, 'pos': 0.078, 'compound': -0.5037}",-0.5037,neg
328,@IndianExpress,2023-01-11T12:14:23.000Z,"The Uttarakhand government announced an interim relief of Rs 1.5 lakh to affected families in subsidence-hit #Joshimath, paving way for their movement to safer locations after their houses were marked ""unsafe"".
indianexpress.com
Joshimath land subsidence: Uttarakhand announces Rs 1.5 lakh relief for affected families; crack...
Joshimath crisis: Two hotels-- Malari Inn and Mount View-- will be dismantled as they are leaning towards each other dangerously, posing a threat to the human settlements around the structures.
1
3
5
2,739","{'neg': 0.153, 'neu': 0.747, 'pos': 0.1, 'compound': -0.5719}",-0.5719,neg
329,@DailyO_,2023-01-11T05:49:20.000Z,"Protests erupted ahead of #Uttarakhand government's demolition of two hotels in subsidence-hit #Joshimath. There is no clarity yet on how affected people will be compensated.
dailyo.in
Demolition activities halted in Joshimath, evacuation efforts continue: Latest updates
There are a total of 4,500 buildings in Joshimath over 700 of these have developed huge cracks, making them unfit for habitation. As many as 131 families in total have so far been shifted to the...
179","{'neg': 0.073, 'neu': 0.862, 'pos': 0.064, 'compound': 0.0772}",0.0772,pos
330,@TheSiasatDaily,2023-01-11T12:10:05.000Z,"While the cracks that have appeared in the buildings of #Joshimath are widening, the administration has been facing the opposition of the affected people in the #demolitiondrive.
siasat.com
Joshimath crisis: Demolition drive halted, locals angry over less compensation
While the cracks that have appeared in the buildings of Joshimath are widening, the administration has been facing the opposition.
146","{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.8402}",-0.8402,neg
331,@DynamiteNews_,2023-01-11T06:26:42.000Z,"Joshimath Sinking: Owner Of Damaged Hotel And Kin Sit In Protest, Demand

#Joshimath #uttarakhand #hotel #protest #compensation
dynamitenews.com
Joshimath Sinking: Owner Of Damaged Hotel And Kin Sit In Protest, Demand
Amid reports that two hotels damaged by the landslide and subsidence in the Joshimath area are likely to be dismantled, the owner of one of the hotels sat in protest with his family on Wednesday...
33","{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.9287}",-0.9287,neg
332,@NH_India,2023-01-11T09:49:24.000Z,"Renewed efforts were made by the administration on Wednesday to persuade hoteliers and locals refusing to allow the demolition of two precariously standing hotels in subsidence-hit #Joshimath in Uttarakhand.
nationalheraldindia.com
Joshimath: Renewed efforts to persuade locals to allow demolition; clamor for compensation grows
The Uttarakhand government had directed the razing of unstable structures on Monday, starting with two hotel buildings.
326","{'neg': 0.079, 'neu': 0.864, 'pos': 0.058, 'compound': -0.34}",-0.34,neg
333,@DeccanHerald,2023-01-11T06:00:12.000Z,"Days after the buildings crisis in #Joshimath in #Uttarakhand, several houses in #Aligarh also started showing cracks, creating panic among the locals.
deccanherald.com
After Joshimath, cracks appear in houses in Uttar Pradesh's Aligarh.
Days after the buildings crisis in Joshimath in Uttarakhand, several houses in Aligarh also started showing cracks, creating panic among the locals. Rakesh Kumar Yadav, Additional Commissioner of the
3
556","{'neg': 0.194, 'neu': 0.748, 'pos': 0.058, 'compound': -0.9081}",-0.9081,neg
334,@svaamishreeh,2023-01-11T02:06:15.000Z,"#jyotirmath #Joshimath #JoshimathIsSinking #jyotirmath_emergency
7
110
228
5,094","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
335,@ravish_k_fan,2023-01-11T13:33:19.000Z,"#Joshimath After Joshimath, landslides started in Karnprayag and Landor!
https://twitter.com/i/spaces/1djGXlkjqoVGZ…
8
22
466","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
336,@awdheshkmishra,2023-01-11T04:33:22.000Z,"Brahmalin Shankaracharya Swami Swaroopanand ji had given clear indications that the land of #Joshimath would sink.

Criminal cases should be registered against the companies from which the disaster took place. Those who avoided the suggestion of Shankaracharya ji by calling it a Congress idea, they should now take water full of chullu.
0:37
2,016 views
7
119
249
4,766","{'neg': 0.151, 'neu': 0.809, 'pos': 0.04, 'compound': -0.8074}",-0.8074,neg
337,@ladlihumhadevki,2023-01-11T14:32:14.000Z,"#jyotirmath_emergency
Pujyapad Brahmalin Shri Shankaracharya Ji Maharaj had made a prediction 12 years ago, which is in front of everyone today.

#save joshimath #joshimath
#joshimath #jyotirmath
@pushkardhami
 @narendramodi
 @PMOIndia
0:38
331 views
3
29
43
871","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
338,@Manisha_Ahlawat,2023-01-11T10:58:20.000Z,"When nature's bulldozer moves, religion does not watch.

Indiscriminate pure economic development without taking care of nature is the result #Joshimath

Balanced development has to be adopted while respecting water, forest, land and animals

#joshimath #joshimathsinking
@RLDSpeaks
2
16
57
1,549","{'neg': 0.06, 'neu': 0.867, 'pos': 0.073, 'compound': 0.1461}",0.1461,pos
339,@MohdMahfoozNuri,2023-01-11T07:50:09.000Z,"When Safina collided with Mauz,
Nakhuda also remembered God,
O God, none of your servants should be homeless,
A house is built with great difficulty
#haldwani #joshimath
#StopBulldozerCulture
#JusticeForjoshimath
#uttarakhandnews
8
12
208","{'neg': 0.065, 'neu': 0.708, 'pos': 0.226, 'compound': 0.7096}",0.7096,pos
340,@VaibhavRjShukla,2023-01-11T12:14:18.000Z,"The blind pace of development is crushing nature.
What did Sushma Swaraj say 10 years back?
,
#Joshimath #Uttarakhand #Joshimathcrisis #JoshimathEmergency
4
30
133
9,668","{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.6369}",-0.6369,neg
341,@saritatiwariuk,2023-01-11T17:28:01.000Z,"In Joshimath, CM Pushkar Singh Dhami inspected the relief camps late night and reviewed the arrangements and assured all possible help to the affected people.

#JOSHIMATH #JoshimathIsSinking
0:48
259 views
1
4
13
599","{'neg': 0.042, 'neu': 0.739, 'pos': 0.219, 'compound': 0.7717}",0.7717,pos
342,@BhaskarChug4,2023-01-11T17:08:19.000Z,"And still the work of Char Dham Road is going on indiscriminately with JCB all night long, the government is turning a blind eye.

double character of power
#joshimath
1
15
25
218","{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.4019}",-0.4019,neg
343,@news24tvchannel,2023-01-11T08:18:00.000Z,"Anger erupted in Joshimath, people took to the streets for compensation
@vimalkaushik
 , Joshimath |#Joshimath
9
62
203
7,000","{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
344,@ByAnamika,2023-01-11T05:34:53.000Z,"Mountains are being cut in the dark of night despite government's ban

Work is being done secretly even in the tunnel at night.

What is Joshimath, there are only a few houses which are being gifted to development

Hey brother, for what development is happening, not for these people

#joshimath
#save joshimath
5
11
25
1,281","{'neg': 0.037, 'neu': 0.912, 'pos': 0.051, 'compound': 0.2081}",0.2081,pos
345,@A1NewsTel,2023-01-11T15:15:10.000Z,"Joshimath affected families will get compensation of Rs 1.50 lakh.
#Uttarakhand #Joshimath
1:22
21 views
2
67","{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
346,@Reetesh777,2023-01-11T12:32:32.000Z,"""Joshimath residents, your main servant - your door""

Chief Minister of Uttarakhand meeting the affected families in Joshimath
@pushkardhami
 Yes. #joshimath
5
17
421","{'neg': 0.066, 'neu': 0.823, 'pos': 0.111, 'compound': 0.2732}",0.2732,pos
347,@A1NewsTel,2023-01-11T15:15:10.000Z,"Joshimath affected families will get compensation of Rs 1.50 lakh.
#Uttarakhand #Joshimath
21 views
0:03 / 1:23
2
67","{'neg': 0.082, 'neu': 0.769, 'pos': 0.149, 'compound': 0.3182}",0.3182,pos
348,@neelufisherman,2023-01-13T15:35:53.000Z,"Give Thanks for all we have there are many who survive on bear minimum...Pray people get wisdom to see the right and follow the light .. prayers to all who have lost homes May they rebuild their lives..#Joshimath
4
32
975","{'neg': 0.05, 'neu': 0.811, 'pos': 0.138, 'compound': 0.6124}",0.6124,pos
349,@hridayeshjoshi,2023-01-13T09:04:26.000Z,"New battlelines drawn in #Joshimath
Shops have put these placards
#NTPC Go Back
13
80
207
19.6K","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
350,@Dhharmatma,2023-01-13T22:05:43.000Z,"weather right now
#Uttarakhand #Dehradun #Joshimath
1
3
270","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
351,@themojostory,2023-01-13T07:43:32.000Z,"#TapovanVishnugad hydro-power project must be stopped say experts as #Joshimath sinks. We forget today that in 2021 140 workers were killed or went missing at this very tunnel. Anoop Thapliyal was one of them. His mother will never forget. Ground report by
@journo_harshit
1:09
5,763 views
2
21
46
20.4K","{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.886}",-0.886,neg
352,@right_to_info,2023-01-13T06:13:18.000Z,"pbhushan1: RT
@TanushreePande
: #NDTVEXCLUSIVE - Huge machines digging just outside #Joshimath till yesterday.

Govt today ordered mass evacuations but NDTV exposes how it kept ignoring WARNINGS & even REQUESTS from the residents, while construction work …
0:09
138.4K views
0:20
51.3K views
0:45
13.9K views
From
Tanushree Pandey
78","{'neg': 0.174, 'neu': 0.795, 'pos': 0.031, 'compound': -0.82}",-0.82,neg
353,@CSEINDIA,2023-01-13T07:02:15.000Z,"#Joshimath | What escalated the situation on the intervening night of January 2-3?

writes
@rajusajwan
www.downtoearth.org.in
Joshimath: What escalated the situation on the intervening night of January 2-3?
New leaks reported in several areas; closed tunnel in Tapovan may be the source
11
17
1,445","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
354,@NPYINDIAN,2023-01-13T09:28:06.000Z,"Satellite images of Uttarakhand's #Joshimath released by ISRO show that the Himalayan town sank at a rapid pace of 5.4 cm in just 12 days, triggered by a possible subsidence event on January 2 #JoshimathIsSinking
2
3
75","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
355,@main_amitabh_,2023-01-13T07:12:56.000Z,"Whole #Joshimath might collapse, it sank 5.4 cm in last 7 days, ISRO satellite images confirm. The price for development and the lust of mankind to earn more through hotels resorts cutting trees and hills. Nainital, Shimla, Manali Darjeeling etc are next.
1
1
1
38","{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
356,@Star_I0rd,2023-01-13T14:42:15.000Z,"Concrete jungle over mountain jungle in the name of blooming tourism is what we call modern development.

The entire #Joshimath city is sinking! Suffering to the locals.

A request
@pushkardhami
 ji to protect and preserve Devbhoomi and pass the land law bill for Uttarakhand.
2
13
21
2,072","{'neg': 0.068, 'neu': 0.88, 'pos': 0.052, 'compound': -0.2003}",-0.2003,neg
357,@KumariRukshmani,2023-01-13T07:56:42.000Z,"Declare #Joshimath as a #NationalDisaster, the whole country is worried and stands with the people of Joshimath affected due to the unbridled developmental work carried out & turning this Uttarakhand's Devsthal
into a humanitarian & ecological crisis!
3
22
93
2,994","{'neg': 0.199, 'neu': 0.801, 'pos': 0.0, 'compound': -0.8016}",-0.8016,neg
358,@kahanibyaman,2023-01-13T07:58:57.000Z,"Area made over glacial material could have stopped sinking if trees were planted earlier in systematic way #Joshimath #ISRO
1
1,037","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.2263}",-0.2263,neg
359,Diwali2022@Karachi,2023-01-13T08:42:51.000Z,"100% should be evacuated
No would should be left behind
None
Not even a pet animal

#joshimath

#timewilltell
2
26
559","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
360,@deepanshubalyan,2023-01-13T05:18:59.000Z,"#Joshimath is just the beginning. Mountains are fragile and cannot withstand heavy construction or excessive tourism.
4
143","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}",0.6369,pos
361,@apparrnnaa,2023-01-13T13:14:43.000Z,"#Shloka To Get Rid Of Natural Disasters.

Let's All do collective prayer for #Joshimath people by Chanting Shloka praising Bhagwan Sharabeswara.

Sharaba-Eshwara is an aspect of #Shiva, who is said to have taken this form to pacify the Narasimha Avatar of Vishnu.

Cont.
5
55
108
5,878","{'neg': 0.068, 'neu': 0.817, 'pos': 0.114, 'compound': 0.34}",0.34,pos
362,@SpiritOfCongres,2023-01-13T16:28:47.000Z,"Modi laid the foundations for Sinking of #Joshimath in Uttarakhand in 2017..
Narendra Modi
@narendramodi
,
12 Feb 2017
Indian government official
With the Char Dham scheme, connectivity will increase in Uttarakhand, infrastructure will improve and the state will move towards development.
9
64
134
3,860","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.6369}",0.6369,pos
363,@NP_App,2023-01-13T06:16:39.000Z,"Whole #Joshimath likely to sink, slipped 5.4 cm in last 7 days: shows #ISRO satellite images

Read More Here : https://newspointapp.com/english-news/publisher-timesnownews/top-news/whole-joshimath-likely-to-sink,-slipped-54-cm-in-last-7-days-shows -isro-satellite-images/articleshow/14504820be95d460143365eff611aaba3a6727e9?utm_source=twitter.com&utm_medium=social&utm_campaign=np…
275","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
364,@AnanayaSharma4,2023-01-13T09:58:40.000Z,"In 12-15 days #Joshimath has sunk 5.4 cms more. As it is presented by the Satellite images released by
@isro
 
How will #Joshimathcrisis come to an end with the Government only playing Compensation -compensation and with continuous blasting the land?
1
4
157","{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.2023}",0.2023,pos
365,@gauravnegi410,2023-01-13T13:26:23.000Z,"Land of Shankaracharya Matha, Gateway of Badrinath ji .. #Joshimath
Need to know the laws of nature.
2
130","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
366,@hemantsarin,2023-01-13T16:49:38.000Z,"Photos showing before & after views of the devastating #landslip in #Nainital in 1880 killing over 150 people due to incessant rain for 4 days. #History #Uttarakhand #VintagePhotography #Joshimath
@DalrympleWill
 @ssharadmohan
 @Peachtreespeaks
 @NamitaGokhale_
 @swativashishtha
1
5
25
1,692","{'neg': 0.214, 'neu': 0.786, 'pos': 0.0, 'compound': -0.8658}",-0.8658,neg
367,@rahulpandita,2023-01-13T13:25:03.000Z,"Old comrades from several life-altering assignments. With Raul Irani and
@pandeyvij9
 in #joshimath
1
2
22
2,466","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
368,@cynosure017,2023-01-13T08:07:27.000Z,"#joshimath
The mainstream media is completely silent on the plight of the people of Joshimath, they have to leave their home at the cost of so called development. Atleast raise a voice for their relocation, adequate compensation
@aajtak
 @HindiNews18
 @ABPNews
 @TV9Bharatvarsh
1
1
2
227","{'neg': 0.029, 'neu': 0.926, 'pos': 0.045, 'compound': 0.1779}",0.1779,pos
369,@anandstdas,2023-01-13T13:03:58.000Z,"“How can you buy or sell the sky, the warmth of the earth? If we don't own the freshness of the air & the sparkle of the water, how can you buy them?""

Mr Seattle's words from 1850s America keep echoing all over in time's wind.

#Joshimath #Darjeeling
timesofindia.indiatimes.com
Joshimath, Darjeeling, Sikkim … it's time to save our hills. India News - Times of India
India News: Time to cap the numbers of vehicles, tourists in hill towns & ask if we need every fast connectivity option
3
9
257","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.8541}",0.8541,pos
370,@NewsBytesApp,2023-01-13T07:27:10.000Z,"The Indian Space Research Organization (ISRO) released satellite images of Joshimath, the town in Uttarakhand that's slowly sinking due to land subsidence.

#Joshimath #ISRO

https://newsbytesapp.com/news/india/joshimath-sank-5-4cm-in-12-days/story…
3
590","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
371,@boomlive_in,2023-01-13T14:07:45.000Z,"#BOOMReports | BOOM spoke to several residents on the ground who have been displaced because of the land subsidence in the area. They are worried about how they will make ends meet and where they will settle if #Joshimath really sinks.
@kirti305
 reports
boomlive.in
'Where Will We Go Now?': Joshimath Residents Wait In Limbo Amid Disaster | BOOM
BOOM spoke to several residents on the ground who have been displaced because of the land subsidence in the area. They are worried about how they will make ends meet and where they will settle if...
2
6
579","{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.8176}",-0.8176,neg
372,@TMC_Supporters,2023-01-13T08:30:48.000Z,"#JoshimathDisaster
Land subsidence of 5.4 cm in 12 days in Joshimath, ISRO's satellite image shows
#Joshimath #BJPFails #TMCS
anandabazar.com
Joshimath Disaster | 5 cms subsided in 12 days in Joshīmathi! Isro's satellite images are being told, very careful...
From December 27 last year to January 8 this year, the rate of landslides in that city has suddenly increased on these 12 days. Which is 5.4 cm. Due to which uncertainty has been created in this district of Gadawal Himalaya.
3
6
13
241","{'neg': 0.08, 'neu': 0.872, 'pos': 0.048, 'compound': -0.5707}",-0.5707,neg
373,@the_hindu,2023-01-13T10:21:14.000Z,"#JustIn | #Uttarakhand government waives off power and water bills of residents of #Joshimath. No one has here has to pay any power or water bills from November 2022 to April 2023, reports
@khabrimishra
,
1
3
56
14.6K","{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3818}",-0.3818,neg
374,@me_in_smoke,2023-01-13T08:23:47.000Z,"#encroachment_free_haldwani
Remember the pain of #Joshimath
saba
@me_in_smoke
,
Jan 13
Replying to @AnuragD25056875
What are you doing to remove money from #Joshimathcrisis? Tomorrow till
#Joshimath was on top. There are questions from the government. To aaj yeh chalwa diya bhakton ne.
1
66","{'neg': 0.073, 'neu': 0.887, 'pos': 0.04, 'compound': -0.3612}",-0.3612,neg
375,@ChanakyaaEn,2023-01-13T07:45:23.000Z,"India's popular pilgrimage site is sinking... #Joshimath
Can't be saved .... For more details watch chanakyaa English #YouTube
Channels
https://youtu.be/rUKvSvmXg38


#JoshimathIsSinking
#Joshimathcrisis #Uttarakhand #specialnews #news #ARMY
1
3
5
412","{'neg': 0.077, 'neu': 0.83, 'pos': 0.093, 'compound': 0.12}",0.12,pos
376,@eOrganiser,2023-01-13T16:20:35.000Z,"#Joshimath sinking: Disasters will recur with alarming regularity and, quite possibly, with greater intensity. Problems need to be understood at the roots & solutions devised accordingly. Quick fix remedies will not serve the purpose
organizer.org
Joshimath sinking — a bigger calamity in the offing?
The Joshimath land subsidence episode in recent days in which cracks and ruptures appeared in numerous buildings and even roads and passageways of Chamoli
1
15
751","{'neg': 0.105, 'neu': 0.835, 'pos': 0.06, 'compound': -0.5165}",-0.5165,neg
377,@a12sun,2023-01-13T16:10:17.000Z,"Human don't care for Devi and Devta, so why they Devi and Devta will..

Period.

#joshimath
1
5
104","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3875}",-0.3875,neg
378,@TimesNow,2023-01-13T08:15:17.000Z,"Another #Joshimath? Notices issued to residents living in neighboring #Karnaprayag to vacate their houses after cracks appeared.

Several residents had left earlier but now have returned.
 
@MohitBhatt90
 share details.
3:14
1,453 views
3
12
8
4,938","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.4215}",0.4215,pos
379,@JagranEnglish,2023-01-13T06:47:18.000Z,"#ISRO report shows #Joshimath town sank 5.4 cm in last 12 days, read for more details

#joshimathcrisis #joshimathsinking
english.jagran.com
Joshimath Sinking: Town Sank 5.4 cm In Last 12 Days, May Sink Completely Soon, Says ISRO Report
Joshimath Land Subsidence The satellite images show that the Joshimath Auli road is also going to collapse due to land subsidence.
1
166","{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
380,@polysmind,2023-01-13T11:58:00.000Z,"How is the
@PMOIndia
  Standing with #Joshimath people ….by providing them ₹4000 per month …?? Do they understand the pain of leaving behind own piece of earth which you knew is yours forever??
News18
@CNNnews18
,
Jan 13
#BreakingNews: Uttarakhand government's first reaction to the satellite images released by ISRO.

""Government is standing with the people of Joshimath"": Dhan Singh Rawat

#Uttarakhand #PushkarSinghDhami #Joshimath | @ridhimb
1
1
130","{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.644}",-0.644,neg
