,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,NER,gender
738,738,738,738,Business Today,@business_today,2023-01-13T11:39:33.000Z,"business today
@business_today
,
Jan 13","Within a week, the Union government will receive the finalised interim relief package for the impacted families. The MNREGA scheme will provide funds to two members of each displaced family on a daily basis. Read here:
businesstoday.in
Joshimath crisis: Uttarakhand government announces Rs 5,000 for owners, power bills waived off
Within a week, the Union government will receive the finalised interim relief package for the impacted families. The MNREGA scheme will provide funds to two members of each displaced family on a...
452",,,,,['https://pbs.twimg.com/card_img/1613863319919824896/N1-DNjmU?format=jpg&name=small'],https://twitter.com/business_today/status/1613863317470343174,,
739,739,739,739,Puneet Gargya,@pgargya,2023-01-13T07:33:08.000Z,"Puneet Gargya
@pgargya
,
Jan 13","Save Joshimath From Sinking #JoshimathSinking - Sign the Petition! https://chng.it/PC98cGDh via 
@ChangeOrg_India
change.org
Sign the Petition
Save Joshimath
23",,,,,['https://pbs.twimg.com/card_img/1616068216023035904/1my3kn-G?format=jpg&name=small'],https://twitter.com/pgargya/status/1613801303276425217,,
740,740,740,740,Ravi Nair,@t_d_h_nair,2023-01-14T13:35:12.000Z,"Ravi Nair
@t_d_h_nair
,
Jan 14","In short, Amit Shah ordered the scientific community not to publicly discuss and express their views about the sinking of Joshimath.
This is just like the Bhakts' superman saying ""“Na koi hamari seema mein ghus aaya hai, na hi koi ghusa hua hua hai.""
33
435
901
33.6K",,33.0,435,901,['https://pbs.twimg.com/media/Fmb7GB_acAINZGv?format=jpg&name=small'],https://twitter.com/t_d_h_nair/status/1614254809242275842,,
741,741,741,741,Rishi Bagree,@rishibagree,2023-01-14T10:50:51.000Z,"Rishi Bagree
@rishibagree
,
Jan 14","They won't tell you that the Sinkage of Joshimath started in 1976 and their own UPA govt gave clean chit to NTPC in 2010
270
1,960
5,106
165K",,270.0,"1,960","5,106",['https://pbs.twimg.com/media/FmbWT1XaYAEhDbj?format=jpg&name=small'],https://twitter.com/rishibagree/status/1614213447990018048,PERSON,male
742,742,742,742,Vimalendu Jha,@vimlendu,2023-01-14T06:18:36.000Z,"Vimalendu Jha
@vimlendu
,
Jan 14","In any sane society n democracy, voices/opinions of experts/scientists is encouraged,more so to prevent any danger or mitigate the losses. Unfortunately HM Shah has banned them on speaking on #Joshimath, n ISRO has now withdrawn its report on sinking town. INSANELY irresponsible.
67
643
1,079
132.8K",,67.0,643,"1,079",['https://pbs.twimg.com/media/FmaYQTXagAAQu61?format=jpg&name=small'],https://twitter.com/vimlendu/status/1614144935510577152,PERSON,male
743,743,743,743,Rahul Pandita,@rahulpandita,2023-01-14T06:00:28.000Z,"Rahul Pandita
@rahulpandita
,
Jan 14","“NTPC go back” signs all over in #Joshimath
6
8
79
8,269",,6.0,8,79,['https://pbs.twimg.com/media/FmaUGEYagAEjgn3?format=jpg&name=small'],https://twitter.com/rahulpandita/status/1614140371340242945,PERSON,male
744,744,744,744,Ritika Chandola,@RitikaChandola,2023-01-14T13:24:43.000Z,"Ritika Chandola
@hritikchandola
,
14 Jan","“India is ready for a ‘two-and-a-half front war’

- Late Shri Army Chief General Bipin Rawat was referring to Pakistan, China and the internal conflicts in 2017.
@ashu_nauty
 

 #joshimath #joshimathsinking #uttarakhand
From
The Pamphlet
5
23
73
2,912",,5.0,23,73,['https://pbs.twimg.com/media/Fmb3zblaMAEoC1P.jpg'],https://twitter.com/RitikaChandola/status/1614252170605629441,,
745,745,745,745,Neha Nagar,@nehanagarr,2023-01-14T06:38:27.000Z,"Neha Nagar
@nehanagarr
,
14 Jan","Joshimath sank 5.4cm in just 12 days, show ISRO's satellite images.

This is a wake-up call for all places where deforestation is happening.
20
63
648
27.3K",,20.0,63,648,[],https://twitter.com/nehanagarr/status/1614149931031482368,,
746,746,746,746,The New Indian,@TheNewIndian_in,2023-01-14T08:55:46.000Z,"The New Indian
@TheNewIndian_in
,
Jan 14","Today, Joshimath witnesses the crisis late union minister Sushma Swaraj warned against 10 years back. 

#Joshimathcrisis
2
28
70
4,943",,2.0,28,70,['https://pbs.twimg.com/ext_tw_video_thumb/1614179494750990336/pu/img/i3WviRwd1wCvnV5t.jpg'],https://twitter.com/TheNewIndian_in/status/1614184486048268288,,
747,747,747,747,Mirror Now,@MirrorNow,2023-01-14T10:51:57.000Z,"mirror now
@MirrorNow
,
Jan 14","#ISRO has withdrawn its #Joshimath sinking report just a day after releasing it. The report said that Joshimath saw a rapid sinking of 5.4 cm in just 12 days.
0:27
16.6K views
19
156
177
47.9K",,19.0,156,177,[],https://twitter.com/MirrorNow/status/1614213727628181510,,
748,748,748,748,Down To Earth,@down2earthindia,2023-01-14T04:30:00.000Z,"down to earth
@down2earthindia
,
Jan 14","Over 700 houses in #Joshimath developed cracks since the beginning of the month.

Why is this happening? Researchers explain: https://downtoearth.org.in/news/natural-disasters/sinking-town-probe-ntpc-project-say-experts-as-subsidence-creates-panic-in-joshimath-86971…

by
@rajusajwan
#joshimathsinking #joshimathcrisis
1
60
110
9,807",,1.0,60,110,['https://pbs.twimg.com/media/FmWUEGIacAA2usB?format=jpg&name=small'],https://twitter.com/down2earthindia/status/1614117605542952960,,
749,749,749,749,Breaking News,@feeds24x7,2023-01-14T03:28:37.000Z,"breaking news
@feeds24x7
,
Jan 14","RT ANINewsUP: #WATCH Uttarakhand: Higher mountain ranges in Joshimath, Chamoli district receive fresh snowfall.
From 
ANI UP/Uttarakhand
28",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1614099323431849986/pu/img/0A9oLT_FW98It_EE.jpg'],https://twitter.com/feeds24x7/status/1614102155639521280,,
750,750,750,750,Ayush,@tweetsbyayush,2023-01-14T20:36:52.000Z,"Ayush
@tweetsbyayush
,
Jan 15","A letter to Joshimath.
1
54",,,,1,"['https://pbs.twimg.com/media/FmdcsYVaMAAIJx8?format=jpg&name=small', 'https://pbs.twimg.com/media/FmdcsYUaUAYcPJ3?format=jpg&name=small']",https://twitter.com/tweetsbyayush/status/1614360924730843136,,
751,751,751,751,Ruby Guha,@RubyGuha,2023-01-14T18:13:16.000Z,"Ruby Guha
@RubyGuha
,
Jan 14","Talk about own people are suffering in #Joshimath
Yogi Dev Nath
@YogiDevnath2
,
Jan 14
There are very long queues in Pakistan... not for tickets for Fatan, but for flour.
3
5
154",,,3,5,['https://pbs.twimg.com/profile_images/1584435611372761088/9SUfcJeV_mini.jpg'],https://twitter.com/RubyGuha/status/1614324788708741122,,
752,752,752,752,Anjana,@Tinyhunterme,2023-01-14T16:21:54.000Z,"Anjana
@tinyhanterme
,
14 Jan","Thousands of Hindus are leaving #Joshimath , because the city is sinking. 

Instead of supporting them and rehabilitating them, here is Modi asking to cover up the issue .

ISRO has withdrawn their report.
1
40
49
1,728",,1.0,40,49,['https://pbs.twimg.com/media/FmciWEraAAAhpv6?format=jpg&name=small'],https://twitter.com/Tinyhunterme/status/1614296758573727749,ORG,
753,753,753,753,@Reasonyourself,@Reasonyourself,2023-01-14T10:15:09.000Z,"@reasonyourself
@reasonyourself
,
Jan 14","And We Are The World Largest Democratic Country:

A gag order to not let the country know what's happening in Joshimath.

Information only what government wants you to know.
2
20
27
751",,2.0,20,27,['https://pbs.twimg.com/media/FmbOZ1HakAE1Jq_?format=jpg&name=small'],https://twitter.com/Reasonyourself/status/1614204464352886784,,
754,754,754,754,Rajesh Dahiya,@rajeshkdahiya,2023-01-14T09:13:59.000Z,"Rajesh Dahiya
@rajeshkdahiya
,
14 Jan","which ministry is responsible for Joshimath issue. Are they there.
2
3
258",,2.0,,3,[],https://twitter.com/rajeshkdahiya/status/1614189069801750530,,
755,755,755,755,The Prince of Good Times,@Ak5985965,2023-01-14T12:48:33.000Z,"The Prince of Good Times
@Ak5985965
,
Jan 14","Censorship in full swing by BJP. Even ISRO report on Joshimath withdrawn. These chaps have beaten Congress hollow and are giving Goebbels a run for his money
mirror now
@MirrorNow
,
Jan 14
#ISRO has withdrawn its #Joshimath sinking report just a day after releasing it. The report said that Joshimath saw a rapid sinking of 5.4 cm in just 12 days.
0:27
16.6K views
3
31
54
2,100",,3.0,31,54,['https://pbs.twimg.com/profile_images/1597118246767194113/AeFHMHiK_mini.jpg'],https://twitter.com/Ak5985965/status/1614243070429511682,ORG,
756,756,756,756,varsha singh,@BareeshVarsha,2023-01-14T13:08:39.000Z,"varsha singh
@BareeshVarsha
,
Jan 14","Raini village is 20 km far from Joshimath. People here waiting for the government to rehabilitate them. Both are victims of the same disaster. They are forced to leave their soil, their forest and their home.
@third_pole
@thirdpolehindi
thethirdpole.net
Chipko 50 years on: Uttarakhand villagers describe how life has changed
Fifty years after the birth of India's most famous environmental movement, climate disasters and restrictions on forest access are forcing residents of Raini village in Uttarakhand to leave the land...
61
142
9,378",,,61,142,['https://pbs.twimg.com/card_img/1614557587210637315/bRU8x_ev?format=jpg&name=small'],https://twitter.com/BareeshVarsha/status/1614248129020432385,GPE,
757,757,757,757,The Quint,@TheQuint,2023-01-14T20:30:30.000Z,"The Quint
@TheQuint
,
Jan 15","#Video | The city of #Joshimath in the Chamoli district of #Uttarakhand is sinking. The homes of the residents, along with their lives, are being uprooted.
thequint.com
Joshimath Residents Struggle as Homes Uprooted, Lives Torn Apart
Over 131 families have been evacuated so far, and 723 buildings in the city have been found damaged with cracks.
4
12
1,949",,,4,12,['https://pbs.twimg.com/card_img/1614233194307686405/LYBGIAjG?format=jpg&name=small'],https://twitter.com/TheQuint/status/1614359321394962435,ORG,
758,758,758,758,Cuttack Gupchup,@cuttackgupchup,2023-01-14T10:40:12.000Z,"Cuttack Gupchup
@cuttackgupchup
,
Jan 14","ISRO's report that Joshimath sank 5 cm in 12 days has now been removed from their website 
1
3
38
1,496",🤡 🤡,1.0,3,38,['https://pbs.twimg.com/media/FmbUILkaMAAs_rd?format=jpg&name=small'],https://twitter.com/cuttackgupchup/status/1614210767615840258,,
759,759,759,759,Hyderabad Congress Sevadal,@SevadalHYD,2023-01-14T06:22:39.000Z,"Hyderabad Congress Seva Dal
@SevadalHYD
,
Jan 14","Joshimath sank 5.4 cm in 12 days, says ISRO report.

And Narendra Modi is busy inaugurating leisure boats from Varanasi. How insensitive to the suffering to the people of  Uttarakhand! #BharatJodoYatra 

The twin engine Sarkaar of BJP has terribly failed the State of Uttarakhand.
27
21
380",,,27,21,['https://pbs.twimg.com/media/FmaZHqpacAEIkO4?format=png&name=360x360'],https://twitter.com/SevadalHYD/status/1614145955997323264,,
760,760,760,760,Take One,@takeonedigital,2023-01-14T18:47:45.000Z,"take-one
@takeonedigital
,
Jan 15","Is Joshimath viable for living? Team of scientists inspects land subsidence-affected areas

Full Video: https://fb.watch/i2IAkuJjCx/
60",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1614333381357051904/pu/img/GDBXEySc0RkrX-3H.jpg'],https://twitter.com/takeonedigital/status/1614333465381453827,,
761,761,761,761,"naalayuuck ""parody""",@naalayuuck,2023-01-14T05:49:50.000Z,"naalayuuck ""parody""
@naalayuuck
,
Jan 14","Mishra committee in 1980s said the things that are happening today in Joshimath. We are realizing now who the biggest fraud is.
Alok Bhatt
@alok_bhatt
,
Jan 13
Uttarakhand's environmentalists are biggest frauds on earth!
1
5
32
1,067",,1.0,5,32,['https://pbs.twimg.com/profile_images/1607567562761732096/xhawnne9_mini.jpg'],https://twitter.com/naalayuuck/status/1614137695772766208,,
762,762,762,762,Take One,@takeonedigital,2023-01-14T05:50:34.000Z,"take-one
@takeonedigital
,
Jan 14","Around 90 families from Joshimath have been shifted: Uttarakhand CM Dhami
38",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1614137807701741568/pu/img/X_cXC4dalVeqjf1_.jpg'],https://twitter.com/takeonedigital/status/1614137882054201346,,
763,763,763,763,Royally_Fiery,@royally_fiery,2023-01-14T15:27:02.000Z,"Royally Fiery
@royally_fiery
,
Jan 14","Do you think Joshimath is a signal from not to convert its abodes into drivable, crowded tourist hot spots.

He's gracious to let out his devotees alive this time…unlike Kedarnath.
9
14
96
8,237",🔱,9.0,14,96,[],https://twitter.com/royally_fiery/status/1614282952489467913,,
764,764,764,764,Otaku D. Garhwali,@HillyComrade,2023-01-14T16:50:34.000Z,"Otku D. Garhwali
@hilikarde
,
14 Jan","Comrade Atul Sati is the hero of Joshimath
Dipankar
@Dipankar_cpiml
,
Jan 14
Two decades of determination and struggle, two decades of apathy and betrayal. Comrade Atul Sati describes the timeline and trajectory of the #SaveJoshimath campaign. https://youtu.be/vZltRAgKlVw
1
2
19
419",,1.0,2,19,['https://pbs.twimg.com/profile_images/1555887944313245698/j5qW13lj_mini.jpg'],https://twitter.com/HillyComrade/status/1614303974546608128,PERSON,
765,765,765,765,G,@PunjabkingsGSS,2023-01-14T13:05:58.000Z,"G
@PunjabkingsGSS
,
Jan 14","Sikh #Gurudwara Have Given Shelter to #Joshimath People

They prepare #Langar for them

Thanx to #Sikh #community

#JoshimathIsSinking

Report of #BBC 
https://fb.watch/i2nGEFkCt5/
3
16
27
856",👇 👇 👇 👇 👇,3.0,16,27,[],https://twitter.com/PunjabkingsGSS/status/1614247451644563457,,
766,766,766,766,Ishita Mishra,@khabrimishra,2023-01-14T02:36:34.000Z,"Ishita Mishra
@khabrimishra
,
14 Jan","Joshimath has developed in exactly the way a committee of experts advised against — 46 years ago. writes
@Upadhyay_Cavita
thehindu.com
Explained | Why is the land sinking in Joshimath?
Joshimath has developed in exactly the way a committee of experts advised against — 46 years ago.
1
8
18
965",,1.0,8,18,['https://pbs.twimg.com/card_img/1613134415886188544/Y8l1xMha?format=jpg&name=small'],https://twitter.com/khabrimishra/status/1614089059860901894,PERSON,female
767,767,767,767,A-NEWS,@ABZ55290833,2023-01-14T01:26:51.000Z,"A-NEWS
@ABZ55290833
,
Jan 14","Fear and foreboding in Joshimath
a-newss.com
Fear and foreboding in Joshimath
The first thing that Neelam Bhujwan does every morning is to open a window of her two-room rented accommodation to check on a yellow single-storey house barely 300 meters away on the same hill, a l…
10",,,,,['https://pbs.twimg.com/card_img/1614071495701168129/eaRkcdbY?format=jpg&name=small'],https://twitter.com/ABZ55290833/status/1614071513120149504,,
768,768,768,768,Ommcom News,@OmmcomNews,2023-01-14T13:47:16.000Z,"Ommcom News
@OmmcomNews
,
Jan 14","The National Disaster Management Authority (NDMA) has issued a letter to the government authorities and scientific departments not to share details regarding ground subsidence in Joshimath with the media till a conclusion is drawn.
#OmmcomNews
ommcomnews.com
NDMA Bars Sharing Details On Joshimath Saying 'It's Creating Confusion' | Nation
New Delhi:  The National Disaster Management Authority (NDMA) has issued a letter to the government authorities and scientific departments not to share
30",,,,,['https://pbs.twimg.com/card_img/1614257834031742976/Z5ysIvvO?format=jpg&name=small'],https://twitter.com/OmmcomNews/status/1614257844840443904,ORG,
769,769,769,769,Ishan Trivedi,@Ishan282Trivedi,2023-01-14T04:47:44.000Z,"Ishaan Trivedi
@ishaan282trivedi
,
14 Jan","The report by NRSC-ISRO which stated ""Joshimath town sank 5.4 cms in last 12 days"" has been removed from their website. Leave alone govt agencies and media channels, the science is also not independent anymore?
1
3
6
550",,1.0,3,6,[],https://twitter.com/Ishan282Trivedi/status/1614122065761800197,PERSON,male
770,770,770,770,Upstract News,@upstractcom,2023-01-14T16:18:41.000Z,"Upstract News
@upstractcom
,
Jan 14","After ISRO images, NDMA cautions agencies against releasing Joshimath findings #honorableunionhome #ndma #uttarakhand #joshimath #wadiainstitute #amitshah
upstract.com
After ISRO images, NDMA cautions agencies against releasing Joshimath findings
The National Disaster Management Authority (NDMA) has asked all the government institutions involved in rescue and relief work as well as studying the causes…
1
72",,,,1,['https://pbs.twimg.com/card_img/1614295951362883588/tt4G8VJQ?format=jpg&name=small'],https://twitter.com/upstractcom/status/1614295950545018880,,
771,771,771,771,WOW NEWS,@WOWNEWS14,2023-01-14T17:03:59.000Z,"WOW NEWS
@WOWNEWS14
,
Jan 14","Congress spoke to the government in the Joshimath case – do not punish the informer
wownews.in
Congress spoke to the government in the Joshimath case – do not punish the informer
20",,,,,['https://pbs.twimg.com/card_img/1614307362273124354/sBG66gYN?format=jpg&name=small'],https://twitter.com/WOWNEWS14/status/1614307349002436609,ORG,
772,772,772,772,Akhand Bharat Tv,@abt_live,2023-01-14T10:54:34.000Z,"Akhand Bharat Tv
@jabt_live
,
14 Jan","Committee formed for distributing aid to affected families in Joshimath https://abtlive.com/2023/01/11/committee-formed-for-distributing-aid-to-affected-families-in-joshimath/?utm_source=twitter&utm_medium=social&utm_campaign =ReviveOldPost… #joshimathcommitteeformedfordistributionofinterimpackageamountamongaffectedfamilies
abtlive.com
Committee formed for distributing aid to affected families in Joshimath - abtlive
Source Link A 19-member committee, headed by Chamoli District Magistrate Himanshu Khurana, was formed on Wednesday for the distribution of the interim package amount among the affected families in...
11",,,,,[],https://twitter.com/abt_live/status/1614214384628404225,,
773,773,773,773,Vishnu,@VishnuFNO,2023-01-14T21:20:23.000Z,"Vishnu
@vishnufno
,
15 Jan","If you didn't get angry when they covered slums with a piece of cloth to hide it from Foreign Delegates,  they are do even bigger hiding to coverup disasters.
livemint.com
Joshimath crisis: Govt agencies warned against talking to media post ISRO's revelation
The NDMA said people associated with them should not interact with the media and share data on social media regarding the ground subsidence in Joshimath, where cracks have developed in buildings and...
2
6
11
403",📉 📈,2.0,6,11,['https://pbs.twimg.com/card_img/1614371706327498754/eIwbcRrI?format=jpg&name=small'],https://twitter.com/VishnuFNO/status/1614371875144204289,,
774,774,774,774,National Herald,@NH_India,2023-01-14T09:00:06.000Z,"National Herald
@NH_India
,
Jan 14","Chamoli District Magistrate Himanshu Khurana who met the affected families staying in relief camps in #Joshimath on Friday night said the stakeholders want to be compensated in different ways.
nationalheraldindia.com
Joshimath crisis: Chamoli DM says resettlement package being prepared in interest of affected
The resettlement and rehabilitation package for the people affected in subsidence-hit Joshimath is being prepared keeping in mind the interests of stakeholders, an official said on Saturday.
2
363",,,,2,['https://pbs.twimg.com/card_img/1614185580203741185/Q7M61Lht?format=png&name=small'],https://twitter.com/NH_India/status/1614185578286964736,ORG,
775,775,775,775,Roll ,@IcanArgue,2023-01-14T02:34:18.000Z,"Roll 
@IcanArgue
,
Jan 14"," Satellite pictures provided by the ISRO reveal #Joshimath, a sacred town in Uttarakhand, has sunk over 14 cm in the last 10 months.  

In just 12 days, the town sank 5.4 cm.
2
1
142",🛰,,2,1,['https://pbs.twimg.com/media/FmZk7COakAEFbQE?format=jpg&name=small'],https://twitter.com/IcanArgue/status/1614088487430651905,,
776,776,776,776,WOW NEWS,@WOWNEWS14,2023-01-14T02:49:31.000Z,"WOW NEWS
@WOWNEWS14
,
Jan 14","Joshimath in trouble due to NTPC tunnels? Central government rejected the claims, will write a letter to Uttarakhand
wownews.in
Joshimath in trouble due to NTPC tunnels? Central government rejected the claims, will write a...
19",,,,,['https://pbs.twimg.com/card_img/1614092330134290435/r1aPUvhk?format=jpg&name=small'],https://twitter.com/WOWNEWS14/status/1614092318612545537,ORG,
777,777,777,777,Sahana,@Sahanasatianaat,2023-01-14T08:28:11.000Z,"sahana
@Sahanasatianaat
,
Jan 14","How to cover up a government mistake successfully attribute it to the quality of construction of all the houses in Joshimath. washing machines
ANI UP/Uttarakhand
@ANINewsUP
,
Jan 14
Uttarakhand| Assessment of the 4000 buildings in 9 wards in Joshimath being done. We are assessing the details of the buildings including how the building was constructed, what materials were used, was it according to the set norms: Dr. Ajay Chaurasia, Chief Engineer, CBRI
Show this thread
2
4
5
320",😆 😆 😆,2.0,4,5,"['https://pbs.twimg.com/profile_images/706717125369470976/C-CLFqhC_mini.jpg', 'https://pbs.twimg.com/media/FmayCyIaYAciQ8h?format=jpg&name=small', 'https://pbs.twimg.com/media/FmayN1PakAIe-oZ?format=jpg&name=small']",https://twitter.com/Sahanasatianaat/status/1614177545737601024,PERSON,female
778,778,778,778,DEE NEWS,@DEENEWS_IN,2023-01-14T02:44:18.000Z,"DEE NEWS
@DEENEWS_IN
,
Jan 14","Rishikesh-Karnprayag Rail Project: Joshimath geographical structure not favorable, now Pipalkoti will be the last station
deenews.in
Rishikesh-Karnprayag Rail Project: Joshimath geographical structure not favorable, now Pipalkoti...
27",,,,,['https://pbs.twimg.com/card_img/1614091010664980480/rOOUVLKs?format=jpg&name=small'],https://twitter.com/DEENEWS_IN/status/1614091003773820928,ORG,
779,779,779,779,Seema Chishti,@seemay,2023-01-14T12:54:17.000Z,"Seema Chishti
@seemay
,
Jan 14","A Widened Char Dham Highway Will Not Help Lessen the China Threat: ""Roads in the vulnerable ecological zones of Uttarakhand must be built in a manner that don't lead to India shooting itself in the foot."" What Manoj Joshi wrote in Nov 2021 - #Joshimath
thewire.in
A Widened Char Dham Highway Will Not Help Lessen the China Threat from Tibet
Roads in the vulnerable ecological zones of Uttarakhand must be built in a manner that doesn't lead to India shooting itself in the foot.
6
8
625",,,6,8,['https://pbs.twimg.com/card_img/1612786899059634180/FRhJ-7oO?format=jpg&name=small'],https://twitter.com/seemay/status/1614244512863485952,,
780,780,780,780,"Trains Are Best, Alok Kumar Verma, IRSE (Retd)",@trains_are_best,2023-01-14T05:48:20.000Z,"Trains Are Best, Alok Kumar Verma, IRSE (Retd)
@trains_are_best
,
Jan 14","Is development incompatible with preservation of the Himalayas?

Certainly not.

Actually, this is not the right question that many, including the media, seem to be asking in the aftermath of the Joshimath tragedy.

The question should be: Are we adopting the right technological..
Trains Are Best, Alok Kumar Verma, IRSE (Retd)
@trains_are_best
,
Jan 7
Sinking Joshimath: A disaster caused by unregulated/unscientific construction

Till more details emerge, it is difficult to say what factors caused this disaster.

But, it is clear that unregulated/unscientific construction is a root cause.

It seems..

https://news18.com/news/explainers/sinking-joshimath-is-built-old-landslide-shocking-facts-50-year-old-warning-explained-6761575.html…
Show this thread
1
6
9
763",,1.0,6,9,['https://pbs.twimg.com/profile_images/1615235652001599488/vjJceTvk_mini.jpg'],https://twitter.com/trains_are_best/status/1614137315965952001,ORG,
781,781,781,781,Swarajya,@SwarajyaMag,2023-01-14T10:20:55.000Z,"Swarajya
@SwarajyaMag
,
Jan 14","Satellite imagery shows how Joshimath turned into a 'sinking town'
www.swarajyamag.com
Satellite Imagery Shows How Joshimath Turned Into A 'Sinking Town'
1
3
23
2,188",🛰,1.0,3,23,['https://pbs.twimg.com/card_img/1614205916978774017/gCi5U38k?format=jpg&name=small'],https://twitter.com/SwarajyaMag/status/1614205915477204994,,
782,782,782,782,Jagran English,@JagranEnglish,2023-01-14T11:55:49.000Z,"Jagran Hindi
@JagranEnglish
,
Jan 14","People affected by the land sinking in Joshimath, a hill town of Uttarakhand, are being evacuated to safer places by the district administration
#Uttrakhand #Joshimath
english.jagran.com
Not Just Joshimath, Six More Towns In Uttarakhand Are Facing Risk Of Sinking: Report
Amid the research and relief and rehabilitation work in Joshimath experts believe that Joshimath is not the only town in Uttarakhand that is witnessing land subsidence and many others have been...
63",,,,,['https://pbs.twimg.com/card_img/1614229671750828032/NKfMSMwU?format=jpg&name=small'],https://twitter.com/JagranEnglish/status/1614229798171332608,PERSON,male
783,783,783,783,prashant k bharti,@bharti001,2023-01-14T10:56:17.000Z,"prashant bharti
@bharti001
,
Jan 14","Analysis: India's sinking town a disaster of ignored warnings
https://thethirdpole.net/en/energy/joshimath-disaster-of-ignoring-risks-in-the-himalayas/…
#Joshimath #JoshimathEmergency #disaster #himalayas
thethirdpole.net
Analysis: India's sinking town a disaster of ignored warnings. The Third Pole
The Joshimath disaster is an outcome of ignoring warnings for years, and is just one example of governments ignoring risks in the Himalayas.
1
49",,,,1,['https://pbs.twimg.com/card_img/1614923628977729541/VLAigVim?format=jpg&name=small'],https://twitter.com/bharti001/status/1614214818143285248,PERSON,male
784,784,784,784,TeluguStop.com,@telugustop,2023-01-14T19:03:03.000Z,"TeluguStop.com
@telugustop
,
Jan 15","Joshimath Bachao Sangharsh Samiti blames NTPC for land subsidence http://dlvr.it/SgtTJr #Bachao #Blames #Isro #Joshimath #Ntpc
telugustop.com
Joshimath Bachao Sangharsh Samiti Blames NTPC For Land Subsidence
Joshimath, Jan 15 : The Joshimath Bachao Sangharsh Samiti (JBSS) Has Blamed The NTPC For The Land Subsidence Here In This Uttarakhand Town
1
164",,,,1,['https://pbs.twimg.com/card_img/1614337316776210433/yxQO1jTy?format=jpg&name=small'],https://twitter.com/telugustop/status/1614337312984567809,ORG,
785,785,785,785,Daily News,@DailyNews2356,2023-01-14T22:19:55.000Z,"daily news
@DailyNews2356
,
Jan 15","Parts of Joshimath may have sunk over 2ft: Ground survey
topbloglisting.blogspot.com
Top blog: Parts of Joshimath may have sunk over 2ft: Ground survey
10",,,,,[],https://twitter.com/DailyNews2356/status/1614386858670055425,ORG,
786,786,786,786,UdaipurTimes,@UdaipurTimes,2023-01-14T07:55:40.000Z,"Udaipur Times
@UdaipurTimes
,
Jan 14","Unplanned and unscientific: Years ago, experts predicted Joshimath's current state
udaipurtimes.com
Unplanned and unscientific: Years ago, experts predicted Joshimath's current state
Joshimath's story so far
97",,,,,['https://pbs.twimg.com/card_img/1614169368623214597/bKqEZopO?format=jpg&name=small'],https://twitter.com/UdaipurTimes/status/1614169364525379585,,
787,787,787,787,Hindustan Times,@htTweets,2023-01-14T02:41:16.000Z,"Hindustan Times
@htTweets
,
Jan 14","#Uttarakhand cabinet approved several proposals in connection with the #Joshimath subsidence crisis

,
@neerajsantoshi
 reports)
hindustantimes.com
Joshimath crisis: Cabinet okays ₹45-crore relief for displaced locals
The Uttarakhand cabinet on Friday approved several proposals in connection with the Joshimath subsidence crisis, including releasing ₹45 crore for interim relief to around 3,000 affected families,...
2
5
7
1,836",,2.0,5,7,['https://pbs.twimg.com/card_img/1614090160957972481/NACe-qgt?format=jpg&name=small'],https://twitter.com/htTweets/status/1614090242822377477,ORG,
788,788,788,788,TOT NEWS,@totnews1,2023-01-14T06:35:31.000Z,"TOT News
@totnews1
,
Jan 14","Joshimath sinks: 'NTPC Go Back' poster put up in Joshimath News Track in Hindi
totnews.in
Joshimath sinks: 'NTPC Go Back' poster put up in Joshimath News Track in Hindi
9",,,,,['https://pbs.twimg.com/card_img/1614149191961399298/rOUl6Y8h?format=jpg&name=small'],https://twitter.com/totnews1/status/1614149191101517825,ORG,
789,789,789,789,Sonu Pal,@Pal18818688Pal,2023-01-14T08:36:44.000Z,"Sonu Pal
@Pal18818688Pal
,
Jan 14","Joshimath uttrakhand india is sinking, occur Cracks at home of people of joshimath due to only dvlpng work as rd cnstctn, tunnel etc. But no sign to stop running prjct by the ruling govt.
11",,,,,['https://pbs.twimg.com/media/Fma33z6XEAESBpw?format=jpg&name=large'],https://twitter.com/Pal18818688Pal/status/1614179698413826048,PERSON,male
790,790,790,790,LokMarg,@LokMarg,2023-01-14T17:28:26.000Z,"public road
@Lokmarg
,
14 Jan","Joshimath To Auli Ropeway Services Halted Amid Subsidence

#Joshimath #Auli #JoshimathAuliRopeway #Subsidence #Uttarakhand #HimalayanEcology
lokmarg.com
Ropeway Services Suspended In Joshimath Amid Subsidence
Land subsidence has halted a ropeway service connecting Chamoli's Joshimath to Auli in Uttarakhand, Dinesh Bhatt, manager, Ropeway Operation, said on Saturday.
1
76",,,1,,['https://pbs.twimg.com/card_img/1614313213839179776/-bIQ2Ko4?format=jpg&name=small'],https://twitter.com/LokMarg/status/1614313504504451073,,
